英語名,選手名,ポジション,所属チーム,身長,体重,生年月日,年齢,高校,大学,出身校・チーム歴(全文),カテゴリ,リーグワンキャップ数,URL,Text_Detail,キャリア遍歴,代表キャップ数,International_Caps,Scraped_Url,Full_Career,Full_Career_English,国籍,SNS_Instagram,SNS_Twitter,SNS_Facebook,選手名_カタカナ,リーグ
Esteban GONZALEZ,Esteban GONZALEZ,SH,リヨン,177,80,//2005,,,,Association Sportive Béziers Hérault (2012 - 2022) -> Lyon Olympique Universitaire Rugby (2022 - 2026),A,0,https://all.rugby/player/esteban-gonzalez,,Association Sportive Béziers Hérault (2012 - 2022) -> Lyon Olympique Universitaire Rugby (2022 - 2026),,,https://all.rugby/player/esteban-gonzalez,Association Sportive Béziers Hérault (2012 - 2022) -> Lyon Olympique Universitaire Rugby (2022 - 2026),Association Sportive Béziers Hérault (2012 - 2022) -> Lyon Olympique Universitaire Rugby (2022 - ),,https://www.instagram.com/lourugby1896/?hl=fr,https://twitter.com/lelourugby?lang=fr,https://www.facebook.com/LOU.Rugby/,エステバン・ゴンザレス,top14
Etene NANAI-SETURO,Etene NANAI-SETURO,FB,Chiefs,183.0,92.0,1999.08.20,,,,,A,0,https://all.rugby/player/etene-nanai-seturo,,Chiefs (2018 - 2026) -> Counties Manukau Steelers (2019 - ),,,https://all.rugby/player/etene-nanai-seturo,チーフス (2018 - 2026) -> カウンティーズ・マヌカウ (2019 - ),Chiefs (2018 - 2026) -> Counties Manukau Steelers (2019 - ),,,,,エテネ-ナナイ＝セツロ,
Ethan BESTER,Ethan ・ BESTER,HO,Sharks,187.0,112.0,2004..,,,,,A,,https://all.rugby/player/ethan-bester,,Natal Sharks (2023 - 2024) -> Sharks (2024 - 2026),,,https://all.rugby/player/ethan-bester,Natal Sharks (2023 - 2024) -> Sharks (2024 - 2026),,,,,,Ethan ・ BESTER,urc
Ethan BLACKADDER,Ethan BLACKADDER,FL/No8,Crusaders,190.0,111.0,1995.03.22,,,,,A,0,https://all.rugby/player/ethan-blackadder,,Crusaders (2017 - 2026) -> Tasman Mako (2022 - ),,,https://all.rugby/player/ethan-blackadder,クルセイダーズ (2017 - 2026) -> タスマン (2022 - ),Crusaders (2017 - 2026) -> Tasman Mako (2022 - ),,,,,イーサン-ブラックアダー,
Ethan COUGHLAN,Ethan ・ COUGHLAN,SH,Munster,175.0,81.0,2002.04.13,,,,,A,,https://all.rugby/player/ethan-coughlan,,Munster Rugby (2021 - 2026),,,https://all.rugby/player/ethan-coughlan,Munster Rugby (2021 - 2026),,,,,,Ethan ・ COUGHLAN,urc
Ethan DE GROOT,Ethan DE GROOT,PR,Highlanders,190.0,128.0,1998.07.22,,,,,A,0,https://all.rugby/player/ethan-de-groot,,Southland Stags (2018 - 2024) -> Highlanders (2019 - ),New Zealand,New Zealand,https://all.rugby/player/ethan-de-groot,サウスランド (2018 - 2024) -> ハイランダーズ (2019 - ),Southland Stags (2018 - 2024) -> Highlanders (2019 - ),,,,,イーサン-デ-グルート,
Ethan DOBBINS,Ethan DOBBINS,HO,Waratahs,181.0,108.0,2000.05.03,,,,,A,0,https://all.rugby/player/ethan-dobbins,,West Brisbane Bulldogs (2021 - 2023) -> Melbourne Rebels (2023 - 2024) -> New South Wales Waratahs (2024 - ),,,https://all.rugby/player/ethan-dobbins,West Brisbane Bulldogs (2021 - 2023) -> メルボルン・レベルズ (2023 - 2024) -> ワラターズ (2024 - ),West Brisbane Bulldogs (2021 - 2023) -> Melbourne Rebels (2023 - 2024) -> New South Wales Waratahs (2024 - ),,,,,イーサン・ドビンズ,
Ethan DUMORTIER,Ethan DUMORTIER,WTB,リヨン,192,95,2000.12.29,,,,Saint-Savin (2009 - 2014) -> CS Bourgoin Jallieu Rugby (2014 - 2017) -> Lyon Olympique Universitaire Rugby (2017 - 2026),A,0,https://all.rugby/player/ethan-dumortier,,Saint-Savin (2009 - 2014) -> CS Bourgoin Jallieu Rugby (2014 - 2017) -> Lyon Olympique Universitaire Rugby (2017 - 2026),,,https://all.rugby/player/ethan-dumortier,Saint-Savin (2009 - 2014) -> CS Bourgoin Jallieu Rugby (2014 - 2017) -> Lyon Olympique Universitaire Rugby (2017 - 2026),Saint-Savin (2009 - 2014) -> CS Bourgoin Jallieu Rugby (2014 - 2017) -> Lyon Olympique Universitaire Rugby (2017 - ),Poids,https://www.instagram.com/lourugby1896/?hl=fr,https://twitter.com/lelourugby?lang=fr,https://www.facebook.com/LOU.Rugby/,イーサン-デュモルティエ,top14
Ethan GRAHAM,Ethan ・ GRAHAM,Winger,Ulster,181.0,87.0,2004..,,,,,A,,https://all.rugby/player/ethan-graham,,Ulster Rugby (2023 - 2026),,,https://all.rugby/player/ethan-graham,Ulster Rugby (2023 - 2026),,,,,,Ethan ・ GRAHAM,urc
Ethan HOOKER,Ethan ・ HOOKER,Winger,Sharks,193.0,100.0,2003.01.20,,,,,A,,https://all.rugby/player/ethan-hooker,,Sharks (2022 - 2026),,,https://all.rugby/player/ethan-hooker,Sharks (2022 - 2026),,,,,,Ethan ・ HOOKER,urc
Ethan LEWIS,Ethan ・ LEWIS,HO,Cardiff,182.0,109.0,1994.03.28,,,,,A,,https://all.rugby/player/ethan-lewis,,Cardiff Rugby (2015 - 2020) -> Saracens (2020 - 2020) -> Cardiff Rugby (2021 - 2021) -> Saracens (2021 - 2023) -> Ospreys (2023 - 2025) -> Cardiff Rugby (2025 - 2025) -> Ospreys (2026 - 2026) -> Cardiff Rugby (2026 - 2026),,,https://all.rugby/player/ethan-lewis,Cardiff Rugby (2015 - 2020) -> Saracens (2020 - 2020) -> Cardiff Rugby (2021 - 2021) -> Saracens (2021 - 2023) -> Ospreys (2023 - 2025) -> Cardiff Rugby (2025 - 2025) -> Ospreys (2026 - 2026) -> Cardiff Rugby (2026 - 2026),,,,,,Ethan ・ LEWIS,urc
Ethan MCILROY,Ethan ・ MCILROY,FB,Ulster,188.0,90.0,2000.08.10,,,,,A,,https://all.rugby/player/ethan-mcilroy,,Ulster Rugby (2019 - 2026),,,https://all.rugby/player/ethan-mcilroy,Ulster Rugby (2019 - 2026),,,,,,Ethan ・ MCILROY,urc
Ethan TIA,Ethan TIA,HO,スタッド・フランセ,,,//2006,,,,Maison-Laffitte Saint-Germain Poissy Rugby (2014 - 2020) -> Stade Français Paris Rugby (2020 - 2026),A,0,https://all.rugby/player/ethan-tia,,Maison-Laffitte Saint-Germain Poissy Rugby (2014 - 2020) -> Stade Français Paris Rugby (2020 - 2026),,,https://all.rugby/player/ethan-tia,Maison-Laffitte Saint-Germain Poissy Rugby (2014 - 2020) -> Stade Français Paris Rugby (2020 - 2026),Maison-Laffitte Saint-Germain Poissy Rugby (2014 - 2020) -> Stade Français Paris Rugby (2020 - ),,,,,イーサン・ティア,top14
Etienne FALGOUX,Etienne FALGOUX,PR,クレルモン,183,112,1993.01.19,,,,ASM Clermont Auvergne (2012 - 2026),A,0,https://all.rugby/player/etienne-falgoux,,ASM Clermont Auvergne (2012 - 2026),France,France,https://all.rugby/player/etienne-falgoux,ASM Clermont Auvergne (2012 - 2026),ASM Clermont Auvergne (2012 - ),,,,,エティエンヌ-ファルグ,top14
Etienne FOURCADE,Etienne FOURCADE,HO,クレルモン,180,103,1997.04.11,,,,CS Lons Jura (2004 - 2009) -> Cercle Sportif Lédonien (2009 - 2015) -> FC Grenoble Rugby (2015 - 2020) -> ASM Clermont Auvergne (2020 - 2026),A,0,https://all.rugby/player/etienne-fourcade,,CS Lons Jura (2004 - 2009) -> Cercle Sportif Lédonien (2009 - 2015) -> FC Grenoble Rugby (2015 - 2020) -> ASM Clermont Auvergne (2020 - 2026),,,https://all.rugby/player/etienne-fourcade,CS Lons Jura (2004 - 2009) -> Cercle Sportif Lédonien (2009 - 2015) -> FC Grenoble Rugby (2015 - 2020) -> ASM Clermont Auvergne (2020 - 2026),CS Lons Jura (2004 - 2009) -> Cercle Sportif Lédonien (2009 - 2015) -> FC Grenoble Rugby (2015 - 2020) -> ASM Clermont Auvergne (2020 - ),,,,,エティエンヌ・フルカード,top14
Etienne JANEKE,Etienne ・ JANEKE,PR,Bulls,193.0,134.0,1998.11.17,,,,,A,,https://all.rugby/player/etienne-janeke,,Pumas (2020 - 2025) -> Bulls (2025 - 2026),,,https://all.rugby/player/etienne-janeke,Pumas (2020 - 2025) -> Bulls (2025 - 2026),,,,,,Etienne ・ JANEKE,urc
Etienne OOSTHUIZEN,Etienne ・ OOSTHUIZEN,LO,Lions,198.0,128.0,1992.12.22,,,,,A,,https://all.rugby/player/etienne-oosthuizen,,Lions Rugby (2011 - 2012) -> Brumbies (2012 - 2013) -> Sharks (2013 - 2017) -> Lyon Olympique Universitaire Rugby (2017 - 2021) -> sans club (2022 - 2023) -> Lions Rugby (2023 - 2026),,,https://all.rugby/player/etienne-oosthuizen,Lions Rugby (2011 - 2012) -> Brumbies (2012 - 2013) -> Sharks (2013 - 2017) -> Lyon Olympique Universitaire Rugby (2017 - 2021) -> sans club (2022 - 2023) -> Lions Rugby (2023 - 2026),,,,,,Etienne ・ OOSTHUIZEN,urc
Etonia WAQA,Etonia WAQA,FL/No8,Fijian Drua,196.0,110.0,1999.06.02,,,,,A,0,https://all.rugby/player/etonia-waqa,,Bay of Plenty Steamers (2021 - 2023) -> Fijian Drua (2022 - ),,,https://all.rugby/player/etonia-waqa,ベイ・オブ・プレンティ (2021 - 2023) -> フィジアン・ドゥルア (2022 - ),Bay of Plenty Steamers (2021 - 2023) -> Fijian Drua (2022 - ),,,,,エトニア-ワカ,
Euan FERRIE,Euan ・ FERRIE,LO,Glasgow,194.0,110.0,2001.07.23,,,,,A,,https://all.rugby/player/euan-ferrie,,Glasgow Hawks (2020 - 2021) -> Boroughmuir RFC (2021 - 2022) -> Glasgow Warriors (2022 - 2026),,,https://all.rugby/player/euan-ferrie,Glasgow Hawks (2020 - 2021) -> Boroughmuir RFC (2021 - 2022) -> Glasgow Warriors (2022 - 2026),,,,,,Euan ・ FERRIE,urc
Euan MCVIE,Euan ・ MCVIE,LO,Edimbourg,197.0,118.0,2004..,,,,,A,,https://all.rugby/player/euan-mcvie,,Edinburgh Accies (2022 - 2023) -> Edimbourg Rugby (2023 - 2024) -> Doncaster Knights (2024 - 2024) -> Edimbourg Rugby (2025 - 2025) -> Doncaster Knights (2025 - 2025) -> Edimbourg Rugby (2025 - 2026),,,https://all.rugby/player/euan-mcvie,Edinburgh Accies (2022 - 2023) -> Edimbourg Rugby (2023 - 2024) -> Doncaster Knights (2024 - 2024) -> Edimbourg Rugby (2025 - 2025) -> Doncaster Knights (2025 - 2025) -> Edimbourg Rugby (2025 - 2026),,,,,,Euan ・ MCVIE,urc
Evan HILL,Evan ・ HILL,LO,Ospreys,199.0,108.0,2004..,,,,,A,,https://all.rugby/player/evan-hill,,Ospreys (2022 - 2026),,,https://all.rugby/player/evan-hill,Ospreys (2022 - 2026),,,,,,Evan ・ HILL,urc
Evan LLOYD,Evan ・ LLOYD,HO,Cardiff,185.0,115.0,2001.12.28,,,,,A,,https://all.rugby/player/evan-lloyd-,,Cardiff Rugby (2020 - 2026),Wales,Wales,https://all.rugby/player/evan-lloyd-,Cardiff Rugby (2020 - 2026),,,,,,Evan ・ LLOYD,urc
Evan MINTO,Evan ・ MINTO,Back row,Dragons,186.0,102.0,2006..,,,,,A,,https://all.rugby/player/evan-minto,,Dragons RFC (2024 - 2024) -> Hartpury RFC (2024 - 2024) -> Dragons RFC (2025 - 2025) -> Hartpury RFC (2025 - 2025) -> Dragons RFC (2025 - 2026),,,https://all.rugby/player/evan-minto,Dragons RFC (2024 - 2024) -> Hartpury RFC (2024 - 2024) -> Dragons RFC (2025 - 2025) -> Hartpury RFC (2025 - 2025) -> Dragons RFC (2025 - 2026),,,,,,Evan ・ MINTO,urc
Evan O'CONNELL,Evan ・ O'CONNELL,LO,Munster,200.0,109.0,2004..,,,,,A,,https://all.rugby/player/evan-o-connell,,Munster Rugby (2022 - 2026),,,https://all.rugby/player/evan-o-connell,Munster Rugby (2022 - 2026),,,,,,Evan ・ O'CONNELL,urc
Evan REES,Evan ・ REES,Back row,Cardiff,190.0,108.0,2005..,,,,,A,,https://all.rugby/player/evan-rees,,Cardiff Rugby (2025 - 2026),,,https://all.rugby/player/evan-rees,Cardiff Rugby (2025 - 2026),,,,,,Evan ・ REES,urc
Evan ROOS,Evan ・ ROOS,Back row,Stormers,191.0,109.0,2000.01.21,,,,,A,,https://all.rugby/player/evan-roos,,Sharks (2019 - 2020) -> Stormers (2020 - 2026),,,https://all.rugby/player/evan-roos,Sharks (2019 - 2020) -> Stormers (2020 - 2026),,,,,,Evan ・ ROOS,urc
Evardi BOSHOFF,Evardi ・ BOSHOFF,CTB,Ospreys,183.0,92.0,1998.10.06,,,,,A,,https://all.rugby/player/evardi-boshoff,,Central Cheetahs (2022 - 2023) -> Ospreys (2023 - 2023) -> Central Cheetahs (2024 - 2024) -> Ospreys (2024 - 2026),,,https://all.rugby/player/evardi-boshoff,Central Cheetahs (2022 - 2023) -> Ospreys (2023 - 2023) -> Central Cheetahs (2024 - 2024) -> Ospreys (2024 - 2026),,,,,,Evardi ・ BOSHOFF,urc
Ewan ASHMAN,Ewan ・ ASHMAN,HO,Edimbourg,188.0,113.0,2000.04.03,,,,,A,,https://all.rugby/player/ewan-ashman,,Sale Sharks (2018 - 2021) -> Glasgow Warriors (2021 - 2021) -> Sale Sharks (2022 - 2022) -> Glasgow Warriors (2022 - 2022) -> Sale Sharks (2022 - 2023) -> Edimbourg Rugby (2023 - 2026),Canada,Canada,https://all.rugby/player/ewan-ashman,Sale Sharks (2018 - 2021) -> Glasgow Warriors (2021 - 2021) -> Sale Sharks (2022 - 2022) -> Glasgow Warriors (2022 - 2022) -> Sale Sharks (2022 - 2023) -> Edimbourg Rugby (2023 - 2026),,,,,,Ewan ・ ASHMAN,urc
Ewan JOHNSON,Ewan JOHNSON,LO,バイヨンヌ,202,120,1999.06.27,,,,Plouzané (2012 - 2017) -> Racing 92 (2017 - 2020) -> Rugby Club Vannes (2020 - 2023) -> Oyonnax Rugby (2023 - 2025) -> Aviron Bayonnais (2025 - 2026),A,0,https://all.rugby/player/ewan-johnson,,Plouzané (2012 - 2017) -> Racing 92 (2017 - 2020) -> Rugby Club Vannes (2020 - 2023) -> Oyonnax Rugby (2023 - 2025) -> Aviron Bayonnais (2025 - 2026),Scotland,Scotland,https://all.rugby/player/ewan-johnson,Plouzané (2012 - 2017) -> Racing 92 (2017 - 2020) -> Rugby Club Vannes (2020 - 2023) -> Oyonnax Rugby (2023 - 2025) -> Aviron Bayonnais (2025 - 2026),Plouzané (2012 - 2017) -> Racing 92 (2017 - 2020) -> Rugby Club Vannes (2020 - 2023) -> Oyonnax Rugby (2023 - 2025) -> Aviron Bayonnais (2025 - ),,,,,ユアン・ジョンソン,top14
Ewan ROSSER,Ewan ・ ROSSER,Winger,Dragons,182.0,88.0,2000.12.16,,,,,A,,https://all.rugby/player/ewan-rosser,,Dragons RFC (2019 - 2026),,,https://all.rugby/player/ewan-rosser,Dragons RFC (2019 - 2026),,,,,,Ewan ・ ROSSER,urc
Fabien BRAU-BOIRIE,Fabien BRAU-BOIRIE,CTB,ポー,190,98,//2005,,,,Entente Sportive des Coteaux de l'Arrêt (2010 - 2018) -> Stado Tarbes Pyrénées Rugby (2018 - 2023) -> Section Paloise Béarn Pyrénées (2023 - 2026),A,0,https://all.rugby/player/fabien-brau-boirie,,Entente Sportive des Coteaux de l'Arrêt (2010 - 2018) -> Stado Tarbes Pyrénées Rugby (2018 - 2023) -> Section Paloise Béarn Pyrénées (2023 - 2026),France,France,https://all.rugby/player/fabien-brau-boirie,Entente Sportive des Coteaux de l'Arrêt (2010 - 2018) -> Stado Tarbes Pyrénées Rugby (2018 - 2023) -> Section Paloise Béarn Pyrénées (2023 - 2026),Entente Sportive des Coteaux de l'Arrêt (2010 - 2018) -> Stado Tarbes Pyrénées Rugby (2018 - 2023) -> Section Paloise Béarn Pyrénées (2023 - ),,,,,ファビアン・ブロー＝ボワリ,top14
Fabien SANCONNIE,Fabien SANCONNIE,FL/NO8,ラシン92,195,114,1995.02.21,,,,CA Brive Corrèze Limousin (2010 - 2018) -> Racing 92 (2018 - 2026),A,0,https://all.rugby/player/fabien-sanconnie,,CA Brive Corrèze Limousin (2010 - 2018) -> Racing 92 (2018 - 2026),France,France,https://all.rugby/player/fabien-sanconnie,CA Brive Corrèze Limousin (2010 - 2018) -> Racing 92 (2018 - 2026),CA Brive Corrèze Limousin (2010 - 2018) -> Racing 92 (2018 - ),,https://www.instagram.com/fabien_sanco/,https://x.com/racing92?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://www.facebook.com/Racing92Officiel/,ファビアン・サンコニ,top14
Fabrice METZ,Fabrice METZ,LO,ヴァンヌ,198,127,1991.01.23,,,,Racing 92 (2010 - 2015) -> Oyonnax Rugby (2015 - 2016) -> Section Paloise Béarn Pyrénées (2016 - 2024) -> Rugby Club Vannes (2024 - 2026),A,0,https://all.rugby/player/fabrice-metz,,Racing 92 (2010 - 2015) -> Oyonnax Rugby (2015 - 2016) -> Section Paloise Béarn Pyrénées (2016 - 2024) -> Rugby Club Vannes (2024 - 2026),,,https://all.rugby/player/fabrice-metz,Racing 92 (2010 - 2015) -> Oyonnax Rugby (2015 - 2016) -> Section Paloise Béarn Pyrénées (2016 - 2024) -> Rugby Club Vannes (2024 - 2026),Racing 92 (2010 - 2015) -> Oyonnax Rugby (2015 - 2016) -> Section Paloise Béarn Pyrénées (2016 - 2024) -> Rugby Club Vannes (2024 - ),French,https://www.instagram.com/allrugbycom/,https://x.com/AllRugbyCom,https://www.facebook.com/allrugbycom/,ファブリス・メッツ,top14
Facundo BOSCH,Facundo BOSCH,HO,バイヨンヌ,180,102,1991.08.08,,,,Jaguares (2015 - 2017) -> Sporting Union Agenais (2017 - 2019) -> Stade Rochelais (2019 - 2022) -> Aviron Bayonnais (2022 - 2026),A,0,https://all.rugby/player/facundo-bosch,,Jaguares (2015 - 2017) -> Sporting Union Agenais (2017 - 2019) -> Stade Rochelais (2019 - 2022) -> Aviron Bayonnais (2022 - 2026),Argentina,Argentina,https://all.rugby/player/facundo-bosch,Jaguares (2015 - 2017) -> Sporting Union Agenais (2017 - 2019) -> Stade Rochelais (2019 - 2022) -> Aviron Bayonnais (2022 - 2026),Jaguares (2015 - 2017) -> Sporting Union Agenais (2017 - 2019) -> Stade Rochelais (2019 - 2022) -> Aviron Bayonnais (2022 - ),,,,,ファクンド-ボッシュ,top14
Facundo ISA,Facundo ISA,FL/NO8,ポー,188,114,1993.09.21,,,,Rugby Club Toulonnais (2013 - 2014) -> Pampas XV (2014 - 2015) -> Jaguares (2015 - 2016) -> Lyon Olympique Universitaire Rugby (2016 - 2016) -> Jaguares (2017 - 2017) -> Lyon Olympique Universitaire Rugby (2017 - 2017) -> Rugby Club Toulonnais (2017 - 2025) -> Section Paloise Béarn Pyrénées (2025 - 2026),A,0,https://all.rugby/player/facundo-isa,,Rugby Club Toulonnais (2013 - 2014) -> Pampas XV (2014 - 2015) -> Jaguares (2015 - 2016) -> Lyon Olympique Universitaire Rugby (2016 - 2016) -> Jaguares (2017 - 2017) -> Lyon Olympique Universitaire Rugby (2017 - 2017) -> Rugby Club Toulonnais (2017 - 2025) -> Section Paloise Béarn Pyrénées (2025 - 2026),Argentina,Argentina,https://all.rugby/player/facundo-isa,Rugby Club Toulonnais (2013 - 2014) -> Pampas XV (2014 - 2015) -> Jaguares (2015 - 2016) -> Lyon Olympique Universitaire Rugby (2016 - 2016) -> Jaguares (2017 - 2017) -> Lyon Olympique Universitaire Rugby (2017 - 2017) -> Rugby Club Toulonnais (2017 - 2025) -> Section Paloise Béarn Pyrénées (2025 - 2026),Rugby Club Toulonnais (2013 - 2025) -> Pampas XV (2014 - 2015) -> Jaguares (2015 - 2017) -> Lyon Olympique Universitaire Rugby (2016 - 2017) -> Section Paloise Béarn Pyrénées (2025 - ),,,,,ファクンド-イサ,top14
Faletoi PENI,Faletoi PENI,CTB,Moana Pasifika,173.0,106.0,2000.04.06,,,,,A,0,https://all.rugby/player/faletoi-peni,,Southland Stags (2023 - 2025) -> New England Free Jacks (2024 - 2025) -> Moana Pasifika (2025 - ),,,https://all.rugby/player/faletoi-peni,サウスランド (2023 - 2025) -> New England Free Jacks (2024 - 2025) -> モアナ・パシフィカ (2025 - ),Southland Stags (2023 - 2025) -> New England Free Jacks (2024 - 2025) -> Moana Pasifika (2025 - ),,,,,ファレトイ-ペニ,
Feao FOTUAIKA,Feao FOTUAIKA,PR,Western Force,186.0,135.0,1993.04.23,,,,,A,0,https://all.rugby/player/feao-fotuaika,,Queensland Reds (2018 - 2022) -> Lyon Olympique Universitaire Rugby (2022 - 2025) -> Brumbies (2024 - 2025) -> Western Force (2025 - ),New Zealand,New Zealand,https://all.rugby/player/feao-fotuaika,レッズ (2018 - 2022) -> リヨン (2022 - 2025) -> ブランビーズ (2024 - 2025) -> ウェスタン・フォース (2025 - ),Queensland Reds (2018 - 2022) -> Lyon Olympique Universitaire Rugby (2022 - 2025) -> Brumbies (2024 - 2025) -> Western Force (2025 - ),,,,,フェアオ-フォトゥアイカ,
Federico MORI,Federico MORI,CTB,バイヨンヌ,188,108,2000.10.13,,,,Zebre Parma (2019 - 2019) -> Rugby Calvisano (2019 - 2019) -> Zebre Parma (2020 - 2020) -> Rugby Calvisano (2020 - 2020) -> Zebre Parma (2020 - 2021) -> Union Bordeaux-Bègles (2021 - 2023) -> Aviron Bayonnais (2023 - 2026),A,0,https://all.rugby/player/federico-mori,,Zebre Parma (2019 - 2019) -> Rugby Calvisano (2019 - 2019) -> Zebre Parma (2020 - 2020) -> Rugby Calvisano (2020 - 2020) -> Zebre Parma (2020 - 2021) -> Union Bordeaux-Bègles (2021 - 2023) -> Aviron Bayonnais (2023 - 2026),Italy,Italy,https://all.rugby/player/federico-mori,Zebre Parma (2019 - 2019) -> Rugby Calvisano (2019 - 2019) -> Zebre Parma (2020 - 2020) -> Rugby Calvisano (2020 - 2020) -> Zebre Parma (2020 - 2021) -> Union Bordeaux-Bègles (2021 - 2023) -> Aviron Bayonnais (2023 - 2026),Rugby Calvisano (2019 - 2020) -> Zebre Parma (2019 - 2021) -> Union Bordeaux-Bègles (2021 - 2023) -> Aviron Bayonnais (2023 - ),,,,,フェデリコ-モーリ,top14
Federico RUZZA,Federico ・ RUZZA,LO,Trévise,198.0,110.0,1994.08.04,,,,,A,,https://all.rugby/player/federico-ruzza,,Zebre Parma (2014 - 2017) -> Benetton Rugby Trévise (2017 - 2026),Italy,Italy,https://all.rugby/player/federico-ruzza,Zebre Parma (2014 - 2017) -> Benetton Rugby Trévise (2017 - 2026),,,,,,Federico ・ RUZZA,urc
Federico ZANANDREA,Federico ・ ZANANDREA,CTB,Trévise,190.0,103.0,2005..,,,,,A,,https://all.rugby/player/federico-zanandrea,,Mogliano Veneto Rugby (2023 - 2024) -> Benetton Rugby Trévise (2024 - 2024) -> Mogliano Veneto Rugby (2024 - 2024) -> Benetton Rugby Trévise (2025 - 2025) -> Mogliano Veneto Rugby (2025 - 2025) -> Benetton Rugby Trévise (2025 - 2026),,,https://all.rugby/player/federico-zanandrea,Mogliano Veneto Rugby (2023 - 2024) -> Benetton Rugby Trévise (2024 - 2024) -> Mogliano Veneto Rugby (2024 - 2024) -> Benetton Rugby Trévise (2025 - 2025) -> Mogliano Veneto Rugby (2025 - 2025) -> Benetton Rugby Trévise (2025 - 2026),,,,,,Federico ・ ZANANDREA,urc
Fehi FINEANGANOFO,Fehi FINEANGANOFO,CTB,Hurricanes,186.0,105.0,2002.08.31,,,,,A,0,https://all.rugby/player/fehi-fineanganofo,,Bay of Plenty Steamers (2022 - 2025) -> Hurricanes (2024 - ),,,https://all.rugby/player/fehi-fineanganofo,ベイ・オブ・プレンティ (2022 - 2025) -> ハリケーンズ (2024 - ),Bay of Plenty Steamers (2022 - 2025) -> Hurricanes (2024 - ),,,,,フェヒ-フィネアンガノフォ,
Feibyan TUKINO,Feibyan TUKINO,FL/NO8,カストル,189,114,2001.06.16,,,,US Romans-Péage (2011 - 2015) -> CS Annonay (2015 - 2018) -> FC Grenoble Rugby (2018 - 2021) -> Castres Olympique (2021 - 2026),A,0,https://all.rugby/player/feibyan-cornell-tukino,,US Romans-Péage (2011 - 2015) -> CS Annonay (2015 - 2018) -> FC Grenoble Rugby (2018 - 2021) -> Castres Olympique (2021 - 2026),,,https://all.rugby/player/feibyan-cornell-tukino,US Romans-Péage (2011 - 2015) -> CS Annonay (2015 - 2018) -> FC Grenoble Rugby (2018 - 2021) -> Castres Olympique (2021 - 2026),US Romans-Péage (2011 - 2015) -> CS Annonay (2015 - 2018) -> FC Grenoble Rugby (2018 - 2021) -> Castres Olympique (2021 - ),Date,https://www.instagram.com/castresolympique/,https://twitter.com/CastresRugby,https://www.facebook.com/CastresOlympiqueOfficiel,フェイビー・ツイノ,top14
Feleti KAITU'U,Feleti KAITU'U,HO,ラシン92,183,110,1994.12.30,,,,Western Force (2019 - 2022) -> Tasman Mako (2022 - 2022) -> Western Force (2023 - 2023) -> Tasman Mako (2023 - 2023) -> Western Force (2023 - 2024) -> Racing 92 (2024 - 2026),A,0,https://all.rugby/player/feleti-kaitu-u,,Western Force (2019 - 2022) -> Tasman Mako (2022 - 2022) -> Western Force (2023 - 2023) -> Tasman Mako (2023 - 2023) -> Western Force (2023 - 2024) -> Racing 92 (2024 - 2026),,,https://all.rugby/player/feleti-kaitu-u,Western Force (2019 - 2022) -> Tasman Mako (2022 - 2022) -> Western Force (2023 - 2023) -> Tasman Mako (2023 - 2023) -> Western Force (2023 - 2024) -> Racing 92 (2024 - 2026),Western Force (2019 - 2024) -> Tasman Mako (2022 - 2023) -> Racing 92 (2024 - ),,https://www.instagram.com/flex_kaituu/,https://x.com/flexkaituu,https://www.facebook.com/Racing92Officiel/,フェレティ-カイトゥウ,top14
