英語名,選手名,ポジション,所属チーム,身長,体重,生年月日,年齢,高校,大学,出身校・チーム歴(全文),カテゴリ,リーグワンキャップ数,URL,Text_Detail,キャリア遍歴,代表キャップ数,International_Caps,Scraped_Url,Full_Career
Felix Kalapu,フィリックス ・カラプ,LO,リコーブラックラムズ東京（2025-26）,195,118,1999.09.27,26,オークランド・グラマー・スクール,,オークランド・グラマー・スクール,B,2,https://league-one.jp/player/484857,,,,,,25/26 Japan Rugby League One - Division 1 (5G) -> 24/25 Super Rugby Pacific (6G/1T) -> 23/24 North Harbour (7G) -> 22/23 Super Rugby Pacific (14G/1T) -> 21/22 Major League Rugby (8G/1T) -> 19/20 Auckland (1G)
Rameka Poihipi,ラメカ ・ポイヒピ,CTB,リコーブラックラムズ東京（2025-26）,183,105,1998.10.14,27,HamiltonBoys'HighSchool,,HamiltonBoys'HighSchool,B,2,https://league-one.jp/player/484858,,,,,,24/25 Super Rugby Pacific (1G) -> 23/24 Super Rugby Pacific (14G/1T) -> 22/23 Super Rugby Pacific (16G/2T) -> 21/22 Super Rugby Pacific (10G/1T) -> 20/21 Super Rugby Aotearoa (3G) -> Super Rugby Trans-Tasman 1 0 0  -> 19/20 Canterbury (10G/2T)
Yusuke Kishi,岸 佑融,LO,リコーブラックラムズ東京（2025-26）,191,106,2002.08.02,23,玉川学園高等部高校,日本体育大学,玉川学園高等部 日本体育大学,A,0,https://league-one.jp/player/484859,,,,,,No Data
Soonhong Lee,李 淳弘,HO,リコーブラックラムズ東京（2025-26）,171,100,2002.06.29,23,大阪朝鮮高級学校,京都産業大学,大阪朝鮮高級学校 京都産業大学,A,0,https://league-one.jp/player/484860,,,'25 XV,,,Not Found
Taichi Kugino,久木野 太一,CTB,リコーブラックラムズ東京（2025-26）,178,89,2002.10.21,23,小倉高校,帝京大学,小倉高校 帝京大学,A,0,https://league-one.jp/player/484861,,,,,,No Data
Yuta Akihama,秋濱 悠太,WTB,リコーブラックラムズ東京（2025-26）,174,85,2002.05.16,23,桐蔭学園高校,明治大学,桐蔭学園 明治大学,A,0,https://league-one.jp/player/484862,,,'24 XV,,,25/26 Japan Rugby League One - Division 1 (3G/1T)
Kota Mitake,三竹 康太,PR,リコーブラックラムズ東京（2025-26）,175,110,1996.04.28,29,大阪桐蔭高校,立命館大学,大阪桐蔭高校 立命館大学,A,36,https://league-one.jp/player/484863,,,'16 U23,,,24/25 Japan Rugby League One - Division 2 (9G) -> Japan Rugby League One - Division 1 0 0 2  -> 23/24 Japan Rugby League One - Division 1 (9G/1T) -> 22/23 Japan Rugby League One - Division 1 (14G) -> 21/22 Japan Rugby League One - Division 2 (2G)
Michael Allardice,マイケル ・アラダイス,LO,リコーブラックラムズ東京（2025-26）,200,112,1991.10.19,34,パーマストンノースボーイズ,カンタベリー大学,パーマストンノースボーイズ高校 カンタベリー大学,A,36,https://league-one.jp/player/484864,,,,,,25/26 Japan Rugby League One - Division 1 (4G) -> 24/25 Japan Rugby League One - Division 2 (10G/1T) -> 23/24 Japan Rugby League One - Division 2 (11G/1T) -> 22/23 Japan Rugby League One - Division 1 (8G/1T) -> 21/22 Japan Rugby League One - Division 1 (6G) -> 19/20 Super Rugby (4G) -> 18/19 Super Rugby (8G) -> 17/18 Super Rugby (12G) -> 16/17 Super Rugby (3G) -> 15/16 Super Rugby (10G) -> 14/15 Super Rugby (8G)
TJ Perenara,TJ ・ペレナラ,SH,リコーブラックラムズ東京（2025-26）,181,92,1992.01.23,33,マナカレッジ,,マナカレッジ,C,21,https://league-one.jp/player/484865,,,Autumn Nations Series(2CAP)、Rugby Championship(6CAP),,,25/26 Japan Rugby League One - Division 1 (8G/1T) -> 24/25 Japan Rugby League One - Division 1 (18G/6T) -> Autumn Nations Series 1 0 0  -> 23/24 Super Rugby Pacific (13G/7T) -> Rugby Championship 3 0 3  -> 22/23 Autumn Nations Series (2G) -> 21/22 Super Rugby Pacific (10G/2T) -> Autumn Nations Series 1 0 1 (1G) -> 20/21 Rugby Championship (6G/1T) -> 19/20 Super Rugby (6G/1T) -> Super Rugby Aotearoa 5 0 2 (1G/1T) -> Rugby World Cup 4 0 1 (1G) -> Tri Nations 2 0 1  -> 18/19 Super Rugby (16G/6T) -> Rugby Championship 0 1 1  -> 17/18 Super Rugby (15G/4T) -> Rugby Championship 5 0 1 (2G) -> 16/17 Super Rugby (17G/7T) -> Rugby Championship 5 0 0  -> 15/16 Super Rugby (18G/7T) -> Rugby World Cup 3 0 0  -> Rugby Championship 6 0 0 (4G) -> 14/15 Super Rugby (17G/11T) -> Rugby Championship 2 0 1  -> 13/14 Super Rugby (16G/5T) -> Rugby Championship 4 1 0 (1G)
PJ Latu,PJ ・ラトゥ,CTB,リコーブラックラムズ東京（2025-26）,187,104,2000.10.24,25,TimaruSouthSchool,大東文化大学,TimaruSouthSchool 大東文化大学,A,18,https://league-one.jp/player/484866,,,,,,25/26 Japan Rugby League One - Division 1 (8G/1T) -> 24/25 Japan Rugby League One - Division 1 (15G)
Liam Gill,リアム ・ギル,FL,リコーブラックラムズ東京（2025-26）,186,105,1992.06.08,33,セントジョセフカレッジグレゴリーテラス,,セントジョセフカレッジグレゴリーテラス,C,41,https://league-one.jp/player/484867,,,,,,25/26 Japan Rugby League One - Division 1 (7G/2T) -> 24/25 Japan Rugby League One - Division 1 (16G/8T) -> 23/24 Japan Rugby League One - Division 2 (6G/1T) -> 22/23 Japan Rugby League One - Division 2 (9G/5T) -> Japan Rugby League One - Division 1 0 0 2  -> 21/22 Japan Rugby League One - Division 1 (6G/1T) -> 19/20 Top 14 (13G) -> Champions Cup 1 0 4 (3G) -> 18/19 Top 14 (13G/4T) -> Champions Cup 0 0 3  -> 17/18 Top 14 (25G/7T) -> Challenge Cup 1 0 0 (1G) -> 16/17 Toulon (25G/7T) -> Champions Cup 1 0 3  -> 15/16 Super Rugby (11G/4T) -> 14/15 Super Rugby (15G/2T) -> 13/14 Super Rugby (9G)
Paddy Ryan,パディー ・ライアン,PR,リコーブラックラムズ東京（2025-26）,190,116,1988.08.09,37,セントジョセフカレッジ,シドニー大学,セントジョセフカレッジ シドニー大学,C,45,https://league-one.jp/player/484868,,,,,,25/26 Japan Rugby League One - Division 1 (8G) -> 24/25 Japan Rugby League One - Division 1 (16G) -> 23/24 Japan Rugby League One - Division 1 (13G/1T) -> 22/23 Japan Rugby League One - Division 1 (7G) -> 21/22 Japan Rugby League One - Division 3 (6G/2T) -> 20/21 Major League Rugby (7G/1T) -> 17/18 Super Rugby (15G) -> 16/17 Super Rugby (14G/1T) -> 15/16 Super Rugby (15G) -> 14/15 Super Rugby (17G) -> 13/14 Super Rugby (17G)
Shogo Yamamura,山村 勝悟,No8,リコーブラックラムズ東京（2025-26）,178,103,2001.03.24,24,天理高校,天理大学,天理高校 天理大学,A,0,https://league-one.jp/player/484869,,,,,,No Data
Kosei Nakamura,中村 公星,PR,リコーブラックラムズ東京（2025-26）,183,111,2001.01.25,24,国学院大学栃木高校,明治大学,国学院大学栃木高校 明治大学,A,8,https://league-one.jp/player/484870,,,,,,24/25 Japan Rugby League One - Division 1 (1G) -> 23/24 Japan Rugby League One - Division 1 (7G)
Ichigo Nakakusu,中楠 一期,SO,リコーブラックラムズ東京（2025-26）,174,84,2000.06.01,25,国学院久我山高校,慶応義塾大学,国学院久我山高校 慶応義塾大学,A,28,https://league-one.jp/player/484871,,,'18 高校、'25 XV、日本代表3CAP,,,25/26 Japan Rugby League One - Division 1 (8G/2T) -> 24/25 Japan Rugby League One - Division 1 (15G/4T) -> Pacific Nations Cup 0 0 1 (1G) -> 23/24 Japan Rugby League One - Division 1 (11G/1T)
Takumi Aoki,青木 拓己,CTB,リコーブラックラムズ東京（2025-26）,185,90,2000.04.07,25,御所実業高校,大東文化大学,御所実業高校  大東文化大学,A,0,https://league-one.jp/player/484872,,,,,,No Data
Siope Tavo,シオペ ・タヴォ,CTB,リコーブラックラムズ東京（2025-26）,189,104,1997.06.19,28,リアホナ,大東文化大学,リアホナ高校 大東文化大学,A,15,https://league-one.jp/player/484873,,,,,,25/26 Japan Rugby League One - Division 1 (1G) -> 24/25 Japan Rugby League One - Division 1 (5G) -> 23/24 Japan Rugby League One - Division 1 (4G/1T) -> 22/23 Japan Rugby League One - Division 1 (6G/2T) -> 21/22 Japan Rugby League One - Division 3 (7G/4T)
Brodi Mccurran,マクカラン ブロディ,FL,リコーブラックラムズ東京（2025-26）,193,106,1994.05.24,31,ハミルトンボーイズ,帝京大学,ハミルトンボーイズ高校 帝京大学,A,48,https://league-one.jp/player/484874,,,,,,25/26 Japan Rugby League One - Division 1 (5G/3T) -> 24/25 Japan Rugby League One - Division 1 (10G/4T) -> 23/24 Japan Rugby League One - Division 1 (13G) -> 22/23 Japan Rugby League One - Division 1 (16G/2T) -> 21/22 Japan Rugby League One - Division 1 (8G/2T)
Josh Goodhue,ジョシュ ・グッドヒュー,LO,リコーブラックラムズ東京（2025-26）,199,112,1995.06.13,30,マウントアルバートグラマースクール,リンカーン大学,マウントアルバートグラマースクール リンカーン大学,B,30,https://league-one.jp/player/484875,,,,,,Not Found
Shohei Oyama,大山 祥平,PR,リコーブラックラムズ東京（2025-26）,186,115,1998.11.15,27,慶應義塾高校,慶應義塾大学,慶應義塾高校 慶應義塾大学,A,33,https://league-one.jp/player/484876,,,'18 U20、'18 U23、'25 XV,,,25/26 Japan Rugby League One - Division 1 (1G) -> 24/25 Japan Rugby League One - Division 1 (12G) -> 23/24 Japan Rugby League One - Division 1 (18G) -> 21/22 Japan Rugby League One - Division 2 (2G)
Ko Sato,佐藤 康,HO,リコーブラックラムズ東京（2025-26）,170,98,1999.05.10,26,天理高校,天理大学,天理高校 天理大学,A,25,https://league-one.jp/player/484877,,,,,,24/25 Japan Rugby League One - Division 1 (7G) -> 23/24 Japan Rugby League One - Division 1 (10G) -> 22/23 Japan Rugby League One - Division 1 (9G/3T)
Shu Yamamoto,山本 秀,LO,リコーブラックラムズ東京（2025-26）,190,108,1999.06.01,26,京都成章高校,近畿大学,京都成章高校 近畿大学,A,10,https://league-one.jp/player/484878,,,'17 高校、'19 U20、'25 XV,,,25/26 Japan Rugby League One - Division 1 (5G/1T) -> 24/25 Japan Rugby League One - Division 1 (5G) -> 23/24 Japan Rugby League One - Division 1 (1G) -> 22/23 Japan Rugby League One - Division 1 (3G) -> 21/22 Japan Rugby League One - Division 1 (3G)
Harrison Fox,ハリソン ・フォックス,LO,リコーブラックラムズ東京（2025-26）,198,118,2000.11.01,25,パジュア,,パジュア高校,A,21,https://league-one.jp/player/484879,,,,,,25/26 Japan Rugby League One - Division 1 (3G) -> 24/25 Japan Rugby League One - Division 1 (14G/2T) -> 23/24 Japan Rugby League One - Division 1 (1G) -> 21/22 Japan Rugby League One - Division 1 (3G)
Yuki Ikeda,池田 悠希,CTB,リコーブラックラムズ東京（2025-26）,187,98,1995.05.21,30,東海大仰星高校,東海大学,東海大仰星高校 東海大学,A,51,https://league-one.jp/player/484880,,,'17 U23、日本代表2CAP,,,25/26 Japan Rugby League One - Division 1 (8G/2T) -> 24/25 Japan Rugby League One - Division 1 (18G/7T) -> 23/24 Japan Rugby League One - Division 1 (8G/1T) -> 22/23 Japan Rugby League One - Division 1 (11G/1T) -> 21/22 Japan Rugby League One - Division 1 (11G/3T)
Takanobu Minami,南 昂伸,SH,リコーブラックラムズ東京（2025-26）,166,72,1999.03.03,26,御所実業高校,大東文化大学,御所実業高校 大東文化大学,A,30,https://league-one.jp/player/484881,,,,,,24/25 Japan Rugby League One - Division 1 (1G) -> 23/24 Japan Rugby League One - Division 1 (15G/4T) -> 22/23 Japan Rugby League One - Division 1 (7G) -> 21/22 Japan Rugby League One - Division 1 (7G/1T)
Yoshiyuki Koga,古賀 由教,WTB,リコーブラックラムズ東京（2025-26）,176,82,1998.08.28,27,東福岡高校,早稲田大学,東福岡高校 早稲田大学,A,3,https://league-one.jp/player/484882,,,'18 U20,,,21/22 Japan Rugby League One - Division 1 (3G/1T)
Yuichiro Taniguchi,谷口 祐一郎,PR,リコーブラックラムズ東京（2025-26）,180,108,1998.06.04,27,東海大仰星高校,天理大学,東海大仰星高校 天理大学,A,33,https://league-one.jp/player/484883,,,'18 U20、'18 U23、'25 XV,,,25/26 Japan Rugby League One - Division 1 (8G) -> 24/25 Japan Rugby League One - Division 1 (3G) -> 23/24 Japan Rugby League One - Division 1 (6G) -> 22/23 Japan Rugby League One - Division 1 (15G) -> 21/22 Japan Rugby League One - Division 1 (8G)
Isaac Lucas,アイザック ・ルーカス,FB,リコーブラックラムズ東京（2025-26）,179,84,1999.02.11,26,セントジョセフグレゴリーテラスカレッジ,,セントジョセフグレゴリーテラスカレッジ,A,54,https://league-one.jp/player/484884,,,,,,25/26 Japan Rugby League One - Division 1 (8G/2T) -> 24/25 Japan Rugby League One - Division 1 (6G/2T) -> 23/24 Japan Rugby League One - Division 1 (17G/5T) -> 22/23 Japan Rugby League One - Division 1 (16G/4T) -> 21/22 Japan Rugby League One - Division 1 (12G/7T) -> 19/20 Super Rugby (7G/2T) -> 18/19 Super Rugby (8G/1T)
Taira Main,メイン 平,FB,リコーブラックラムズ東京（2025-26）,180,90,2000.09.05,25,御所実業高校,,御所実業高等学校,A,37,https://league-one.jp/player/484885,,,'18 高校、'25 XV、日本代表1CAP,,,25/26 Japan Rugby League One - Division 1 (6G/2T) -> 24/25 Japan Rugby League One - Division 1 (13G/3T) -> 22/23 Japan Rugby League One - Division 1 (10G/1T) -> 21/22 Japan Rugby League One - Division 1 (11G/2T)
Tomoya Yamamura,山村 知也,WTB,リコーブラックラムズ東京（2025-26）,174,82,1997.12.02,28,報徳学園高校,明治大学,報徳学園高校 明治大学,A,8,https://league-one.jp/player/484886,,,'16 U20、'18 U23,,,25/26 Japan Rugby League One - Division 1 (3G) -> 24/25 Japan Rugby League One - Division 1 (3G) -> 23/24 Japan Rugby League One - Division 1 (2G)
Daisuke Nishikawa,西川 大輔,CTB,リコーブラックラムズ東京（2025-26）,184,90,1997.08.24,28,豊明高校,中京大学,豊明高校 中京大学,A,23,https://league-one.jp/player/484887,,,,,,25/26 Japan Rugby League One - Division 1 (4G/1T) -> 23/24 Japan Rugby League One - Division 1 (14G/5T) -> 22/23 Japan Rugby League One - Division 1 (4G) -> 21/22 Japan Rugby League One - Division 1 (5G/2T)
Yuta Kurihara,栗原 由太,CTB,リコーブラックラムズ東京（2025-26）,179,88,1997.10.12,28,桐蔭学園高校,慶応義塾大学,桐蔭学園高校 慶応義塾大学,A,35,https://league-one.jp/player/484888,,,,,,23/24 Japan Rugby League One - Division 1 (16G) -> 22/23 Japan Rugby League One - Division 1 (9G/2T) -> 21/22 Japan Rugby League One - Division 1 (10G/6T)
Hinata Takei,武井 日向,HO,リコーブラックラムズ東京（2025-26）,171,98,1997.06.17,28,國學院栃木高校,明治大学,國學院栃木高校 明治大学,A,25,https://league-one.jp/player/484889,,,'17 U20、'17 U23、'18 U23,,,24/25 Japan Rugby League One - Division 1 (4G) -> 23/24 Japan Rugby League One - Division 1 (11G/4T) -> 22/23 Japan Rugby League One - Division 1 (3G) -> 21/22 Japan Rugby League One - Division 1 (7G/2T)
Daigo Sasagawa,笹川 大五,PR,リコーブラックラムズ東京（2025-26）,187,115,1997.08.03,28,明治大学付属中野高校,明治大学,明治大学付属中野高等学校 明治大学,A,28,https://league-one.jp/player/484890,,,,,,25/26 Japan Rugby League One - Division 1 (6G) -> 24/25 Japan Rugby League One - Division 1 (8G) -> 22/23 Japan Rugby League One - Division 1 (11G) -> 21/22 Japan Rugby League One - Division 1 (8G)
Talau Samurai Fakatava,ファカタヴァ タラウ侍,LO,リコーブラックラムズ東京（2025-26）,191,112,1994.12.07,31,ティマルボーイズ,大東文化大学,ティマルボーイズ高校 大東文化大学,-,14,https://league-one.jp/player/484891,,,,,,Not Found
Amato Fakatava,ファカタヴァ アマト,No8,リコーブラックラムズ東京（2025-26）,195,118,1994.12.07,31,ティマルボーイズ,大東文化大学,ティマルボーイズ高校 大東文化大学,A,50,https://league-one.jp/player/484892,,,,,,25/26 Japan Rugby League One - Division 1 (1G/1T) -> 24/25 Japan Rugby League One - Division 1 (13G/4T) -> Autumn Nations Series 0 0 1  -> Pacific Nations Cup 3 0 1 (5G) -> 23/24 Japan Rugby League One - Division 1 (13G/4T) -> Rugby World Cup 2 0 2 (3G) -> Pacific Nations Cup 2 0 1  -> 22/23 Japan Rugby League One - Division 1 (16G/1T) -> 21/22 Japan Rugby League One - Division 1 (8G/1T)
Pohiva Yamato Lotoahea,ロトアヘア ポヒヴァ大和,LO,リコーブラックラムズ東京（2025-26）,192,120,1988.08.10,37,トゥポウカレッジ,埼玉工業大学,トゥポウカレッジ 埼玉工業大学,A,28,https://league-one.jp/player/484893,,,,,,25/26 Japan Rugby League One - Division 1 (1G) -> 24/25 Japan Rugby League One - Division 1 (9G) -> 23/24 Japan Rugby League One - Division 1 (8G/1T) -> 22/23 Japan Rugby League One - Division 1 (12G)
Masashi Onishi,大西 将史,HO,リコーブラックラムズ東京（2025-26）,180,110,1995.02.21,30,上宮太子高校,帝京大学,上宮太子高校 帝京大学,A,36,https://league-one.jp/player/484894,,,,,,25/26 Japan Rugby League One - Division 1 (8G/2T) -> 24/25 Japan Rugby League One - Division 1 (10G) -> 23/24 Japan Rugby League One - Division 1 (7G) -> 22/23 Japan Rugby League One - Division 1 (10G) -> 21/22 Japan Rugby League One - Division 1 (7G/1T)
Ryohei Isoda,礒田 凌平,CTB,リコーブラックラムズ東京（2025-26）,178,90,1996.07.22,29,京都成章高校,立命館大学,京都成章高校 立命館大学,A,26,https://league-one.jp/player/484895,,,,,,24/25 Japan Rugby League One - Division 1 (14G) -> 23/24 Japan Rugby League One - Division 1 (7G/2T) -> 22/23 Japan Rugby League One - Division 1 (7G)
Toshiya Takahashi,高橋 敏也,SH,リコーブラックラムズ東京（2025-26）,182,83,1993.10.22,32,国学院久我山高校,青山学院大学,国学院久我山高校 青山学院大学,A,42,https://league-one.jp/player/484896,,,,,,25/26 Japan Rugby League One - Division 1 (8G) -> 24/25 Japan Rugby League One - Division 1 (16G) -> 23/24 Japan Rugby League One - Division 1 (14G/1T) -> 22/23 Japan Rugby League One - Division 1 (14G/3T) -> 21/22 Japan Rugby League One - Division 1 (8G)
Taichi Chiba,千葉 太一,PR,リコーブラックラムズ東京（2025-26）,176,115,1994.09.22,31,早稲田実業高校,早稲田大学,早稲田実業高校 早稲田大学,A,31,https://league-one.jp/player/484897,,,,,,25/26 Japan Rugby League One - Division 1 (1G) -> 23/24 Japan Rugby League One - Division 1 (7G) -> 22/23 Japan Rugby League One - Division 1 (12G/1T) -> 21/22 Japan Rugby League One - Division 1 (12G/1T)
Kohei Horigome,堀米 航平,SO,リコーブラックラムズ東京（2025-26）,177,89,1995.09.18,30,流通経済大学柏高校,明治大学,流通経済大学柏高校 明治大学,A,19,https://league-one.jp/player/484898,,,'13 高校,,,23/24 Japan Rugby League One - Division 1 (3G) -> 22/23 Japan Rugby League One - Division 1 (13G) -> 21/22 Japan Rugby League One - Division 1 (4G)
Kazuma Nishi,西 和磨,PR,リコーブラックラムズ東京（2025-26）,180,105,1995.08.10,30,京都成章高校,帝京大学,京都成章高校 帝京大学,A,53,https://league-one.jp/player/484899,,,,,,25/26 Japan Rugby League One - Division 1 (8G/2T) -> 24/25 Japan Rugby League One - Division 1 (13G) -> 23/24 Japan Rugby League One - Division 1 (16G) -> 22/23 Japan Rugby League One - Division 1 (14G) -> 21/22 Japan Rugby League One - Division 1 (7G)
