闍ｱ隱槫錐,驕ｸ謇句錐,繝昴ず繧ｷ繝ｧ繝ｳ,謇螻槭メ繝ｼ繝,霄ｫ髟ｷ,菴馴㍾,逕溷ｹｴ譛域律,蟷ｴ鮨｢,鬮俶｡,螟ｧ蟄ｦ,蜃ｺ霄ｫ譬｡繝ｻ繝√ｼ繝豁ｴ(蜈ｨ譁),繧ｫ繝ざ繝ｪ,繝ｪ繝ｼ繧ｰ繝ｯ繝ｳ繧ｭ繝｣繝謨ｰ,URL,Text_Detail,繧ｭ繝｣繝ｪ繧｢驕肴ｭｴ,莉｣陦ｨ繧ｭ繝｣繝謨ｰ,International_Caps,Scraped_Url
Kaisei Takai,鬮伜ｱ 豬ｷ髱,FB,譌･譛ｬ陬ｽ驩∪遏ｳ繧ｷ繝ｼ繧ｦ繧ｧ繧､繝悶せｼ2025-26ｼ,182,90,2001.07.06,24,蠕｡謇螳滓･ｭ鬮俶｡,蟆ゆｿｮ螟ｧ蟄ｦ,蠕｡謇螳滓･ｭ鬮俶｡ 蟆ゆｿｮ螟ｧ蟄ｦ,A,5,https://league-one.jp/player/484518,,,,,
Daiki Kon,莉 螟ｧ霈,FB,譌･譛ｬ陬ｽ驩∪遏ｳ繧ｷ繝ｼ繧ｦ繧ｧ繧､繝悶せｼ2025-26ｼ,182,82,2001.08.17,24,髱呈｣ｮ螻ｱ逕ｰ鬮俶｡,螻ｱ譴ｨ蟄ｦ髯｢螟ｧ蟄ｦ,髱呈｣ｮ螻ｱ逕ｰ鬮俶｡ 螻ｱ譴ｨ蟄ｦ髯｢螟ｧ蟄ｦ,A,1,https://league-one.jp/player/484519,,,,,
Riku Takahashi,鬮俶ｩ 迺事,PR,譌･譛ｬ陬ｽ驩∪遏ｳ繧ｷ繝ｼ繧ｦ繧ｧ繧､繝悶せｼ2025-26ｼ,176,119,2001.04.07,24,遘狗伐蟾･讌ｭ鬮俶｡,蝨句ｭｸ髯｢螟ｧ蟄ｦ,遘狗伐蟾･讌ｭ鬮俶｡ 蝨句ｭｸ髯｢螟ｧ蟄ｦ,A,9,https://league-one.jp/player/484520,,,,,
Hayato Nishibayashi,隘ｿ譫 蜍㍼匳,HO,譌･譛ｬ陬ｽ驩∪遏ｳ繧ｷ繝ｼ繧ｦ繧ｧ繧､繝悶せｼ2025-26ｼ,175,100,2001.04.29,24,蠕｡謇螳滓･ｭ鬮俶｡,螟ｧ譚ｱ譁㍾喧螟ｧ蟄ｦ,蠕｡謇螳滓･ｭ鬮俶｡ 螟ｧ譚ｱ譁㍾喧螟ｧ蟄ｦ,A,12,https://league-one.jp/player/484521,,,,,
Sam Henwood,繧ｵ繝 繝ｻ繝倥Φ繧ｦ繝ラ,,譌･譛ｬ陬ｽ驩∪遏ｳ繧ｷ繝ｼ繧ｦ繧ｧ繧､繝悶せｼ2025-26ｼ,186,107,1991.03.28,34,繧ｭ繝ｳ繧ｰ繧ｹ繧ｫ繝ｬ繝ず,繧ｭ繝ｳ繧ｰ繧ｹ螟ｧ蟄ｦ,繧ｭ繝ｳ繧ｰ繧ｹ繧ｫ繝ｬ繝ず 繧ｭ繝ｳ繧ｰ繧ｹ螟ｧ蟄ｦ,A,40,https://league-one.jp/player/488127,,,,,
Peter Umaga Jensen,繝斐ｼ繧ｿ繝ｼ 繝ｻ繧ｦ繝槭ぎ=繧ｸ繧ｧ繝ｳ繧ｻ繝ｳ,CTB,闃ｱ蝨定ｿ鷹延繝ｩ繧､繝翫ｼ繧ｺｼ2025-26ｼ,187,106,1997.12.31,28,繝ｯ繧､繝後う繧ｪ繝槭ち繝上う繧ｹ繧ｯ繝ｼ繝ｫ-繧ｹ繧ｳ繝ヤ繧ｫ繝ｬ繝ず,,繝ｯ繧､繝後う繧ｪ繝槭ち繝上う繧ｹ繧ｯ繝ｼ繝ｫ-繧ｹ繧ｳ繝ヤ繧ｫ繝ｬ繝ず,C,2,https://league-one.jp/player/484522,,,,,
Burger Odendaal,繝舌ｼ繧ｬ繝ｼ 繝ｻ繧ｪ繝ｼ繝Φ繝繝ｼ繝ｫ,CTB,闃ｱ蝨定ｿ鷹延繝ｩ繧､繝翫ｼ繧ｺｼ2025-26ｼ,187,106,1993.04.15,32,繝｢繝九Η繝｡繝ｳ繝医ワ繧､繧ｹ繧ｯ繝ｼ繝ｫ鬮俶｡,繝励Ξ繝医Μ繧｢螟ｧ蟄ｦ,繝｢繝九Η繝｡繝ｳ繝医ワ繧､繧ｹ繧ｯ繝ｼ繝ｫ 繝励Ξ繝医Μ繧｢螟ｧ蟄ｦ,B,12,https://league-one.jp/player/484523,,,,,
Ryno Pieterse,繝ｩ繧､繝 繝ｻ繝斐ｼ繧ｿ繝ｼ繧ｹ,LO,闃ｱ蝨定ｿ鷹延繝ｩ繧､繝翫ｼ繧ｺｼ2025-26ｼ,197,114,1998.08.06,27,繝帙お繝ｫ繧ｹ繧ｯ繝ｼ繝ｫ繝ｻ繧ｬ繝ｫ繧ｹ繝輔か繝ｳ繝Φ鬮俶｡,,繝帙お繝ｫ繧ｹ繧ｯ繝ｼ繝ｫ繝ｻ繧ｬ繝ｫ繧ｹ繝輔か繝ｳ繝Φ,B,2,https://league-one.jp/player/484524,,,,,
Kiran McDonald,繧ｭ繝ｩ繝ｳ 繝ｻ繝槭け繝峨リ繝ｫ繝,LO,闃ｱ蝨定ｿ鷹延繝ｩ繧､繝翫ｼ繧ｺｼ2025-26ｼ,202,115,1994.11.01,31,繝懊け繝ｬ繧｢繧｢繧ｫ繝Α繝ｼ鬮俶｡,,繝懊け繝ｬ繧｢繧｢繧ｫ繝Α繝ｼ,B,0,https://league-one.jp/player/484525,,,,,
Yuma Nakagawa,荳ｭ蟾 貉ｧ逵,WTB,闃ｱ蝨定ｿ鷹延繝ｩ繧､繝翫ｼ繧ｺｼ2025-26ｼ,169,76,2002.07.02,23,莠ｬ驛ｽ謌千ｫ鬮俶｡,譚ｱ豬ｷ螟ｧ蟄ｦ,莠ｬ驛ｽ謌千ｫ鬮俶｡ 譚ｱ豬ｷ螟ｧ蟄ｦ,A,0,https://league-one.jp/player/484526,,,,,
Keita Fujiwara,阯､蜴 諱ｵ螟ｪ,SH,闃ｱ蝨定ｿ鷹延繝ｩ繧､繝翫ｼ繧ｺｼ2025-26ｼ,174,76,1994.06.27,31,螟ｩ逅ｫ俶｡,螟ｩ逅､ｧ蟄ｦ,螟ｩ逅ｫ俶｡ 螟ｩ逅､ｧ蟄ｦ,A,39,https://league-one.jp/player/484527,,,,,
Shoma Makinouchi,迚ｧ驥主 鄙秘ｦｬ,LO,闃ｱ蝨定ｿ鷹延繝ｩ繧､繝翫ｼ繧ｺｼ2025-26ｼ,190,107,1994.11.05,31,譚ｱ遖丞ｲ｡鬮俶｡,豕墓帆螟ｧ蟄ｦ,譚ｱ遖丞ｲ｡鬮俶｡ 豕墓帆螟ｧ蟄ｦ,A,23,https://league-one.jp/player/484528,,,'12 鬮俶｡,,
Shohei Hirano,蟷ｳ驥 鄙泌ｹｳ,PR,闃ｱ蝨定ｿ鷹延繝ｩ繧､繝翫ｼ繧ｺｼ2025-26ｼ,178,123,1993.08.03,32,譚ｱ遖丞ｲ｡鬮俶｡,譚ｱ豬ｷ螟ｧ蟄ｦ,譚ｱ遖丞ｲ｡鬮俶｡ 譚ｱ豬ｷ螟ｧ蟄ｦ,A,23,https://league-one.jp/player/484529,,,'13 U23,,
Sotaro Matsunaga,譚ｾ豌ｸ 螢ｮ螟ｪ譛,FL,闃ｱ蝨定ｿ鷹延繝ｩ繧､繝翫ｼ繧ｺｼ2025-26ｼ,187,100,2002.07.04,23,莠ｬ驛ｽ蟾･蟄ｦ髯｢鬮俶｡,莠ｬ驛ｽ逕｣讌ｭ螟ｧ蟄ｦ,莠ｬ驛ｽ蟾･蟄ｦ髯｢鬮俶｡ 莠ｬ驛ｽ逕｣讌ｭ螟ｧ蟄ｦ,A,0,https://league-one.jp/player/484530,,,,,
Ryuji Kobayashi,蟆乗棊 鮴榊昇,PR,闃ｱ蝨定ｿ鷹延繝ｩ繧､繝翫ｼ繧ｺｼ2025-26ｼ,178,109,2002.10.10,23,蠕｡謇螳滓･ｭ鬮俶｡,蟶昜ｺｬ螟ｧ蟄ｦ,蠕｡謇螳滓･ｭ鬮俶｡ 蟶昜ｺｬ螟ｧ蟄ｦ,A,0,https://league-one.jp/player/484531,,,,,
Ryushin Sone,譖ｽ譬ｹ 髫,PR,闃ｱ蝨定ｿ鷹延繝ｩ繧､繝翫ｼ繧ｺｼ2025-26ｼ,174,103,2002.07.24,23,螟ｧ髦ｪ逕｣讌ｭ螟ｧ蟄ｦ髯ｱ樣ｫ俶｡,莠ｬ驛ｽ逕｣讌ｭ螟ｧ蟄ｦ,螟ｧ髦ｪ逕｣讌ｭ螟ｧ蟄ｦ髯ｱ樣ｫ俶｡ 莠ｬ驛ｽ逕｣讌ｭ螟ｧ蟄ｦ,A,0,https://league-one.jp/player/484532,,,,,
Simeone Schmidt,繧ｷ繝溘が繝 繝ｻ繧ｷ繝･繝溘ャ繝,LO,闃ｱ蝨定ｿ鷹延繝ｩ繧､繝翫ｼ繧ｺｼ2025-26ｼ,195,118,2001.04.15,24,繧ｻ繝ｳ繝医Ν繧ｰ繝翫ユ繧｣繧ｦ繧ｹ繧ｫ繝ｬ繝ず,蟶昜ｺｬ螟ｧ蟄ｦ,繧ｻ繝ｳ繝医Ν繧ｰ繝翫ユ繧｣繧ｦ繧ｹ繧ｫ繝ｬ繝ず 蟶昜ｺｬ螟ｧ蟄ｦ,A,4,https://league-one.jp/player/484533,,,,,
Hiroki Kumoyama,髮ｲ螻ｱ 蠑倩ｲｴ,FB,闃ｱ蝨定ｿ鷹延繝ｩ繧､繝翫ｼ繧ｺｼ2025-26ｼ,187,92,1999.07.18,26,蝣ｱ蠕ｳ蟄ｦ蝨帝ｫ俶｡,譏取ｲｻ螟ｧ蟄ｦ,蝣ｱ蠕ｳ蟄ｦ蝨帝ｫ俶｡ 譏取ｲｻ螟ｧ蟄ｦ,A,18,https://league-one.jp/player/484534,,,'17 鬮俶｡,,
Timo Sufia,繝ぅ繝｢ 繝ｻ繧ｹ繝輔ぅ繧｢,CTB,闃ｱ蝨定ｿ鷹延繝ｩ繧､繝翫ｼ繧ｺｼ2025-26ｼ,180,105,1996.11.07,29,繧｢繝ｭ繝輔ぅ繝ｻ繧ｪ繝ｻ繧ｿ繧ｪ繧｢鬮俶｡,譛晄律螟ｧ蟄ｦ,繧｢繝ｭ繝輔ぅ繝ｻ繧ｪ繝ｻ繧ｿ繧ｪ繧｢ 譛晄律螟ｧ蟄ｦ,A,10,https://league-one.jp/player/484535,,,,,
Rintaro Maruyama,荳ｸ螻ｱ 蜃懷､ｪ譛,SO,闃ｱ蝨定ｿ鷹延繝ｩ繧､繝翫ｼ繧ｺｼ2025-26ｼ,175,81,1999.12.17,26,譚ｱ遖丞ｲ｡鬮俶｡,譚ｱ豬ｷ螟ｧ蟄ｦ,譚ｱ遖丞ｲ｡鬮俶｡ 譚ｱ豬ｷ螟ｧ蟄ｦ,A,15,https://league-one.jp/player/484536,,,'17 鬮俶｡縲'19 U20縲'19 U23縲'20 U23,,
Will Harrison,繧ｦ繧｣繝ｫ 繝ｻ繝上Μ繧ｽ繝ｳ,SO,闃ｱ蝨定ｿ鷹延繝ｩ繧､繝翫ｼ繧ｺｼ2025-26ｼ,178,83,1999.07.30,26,繝槭ｼ繧ｵ繝ｪ繝ｳ繝ｻ繧ｫ繝ｬ繝ず繝ｻ繝ｩ繝ｳ繝峨え繧｣繝け鬮俶｡,,繝槭ｼ繧ｵ繝ｪ繝ｳ繝ｻ繧ｫ繝ｬ繝ず繝ｻ繝ｩ繝ｳ繝峨え繧｣繝け,B,9,https://league-one.jp/player/484537,,,,,
Akira Ioane,繧｢繧ｭ繝ｩ 繝ｻ繧､繧ｪ繧｢繝,,闃ｱ蝨定ｿ鷹延繝ｩ繧､繝翫ｼ繧ｺｼ2025-26ｼ,196,123,1995.06.16,30,Aucklandgrammar鬮俶｡,,Aucklandgrammar,C,13,https://league-one.jp/player/484538,,,,,
Mitchell Brown,繝溘ャ繝√ぉ繝ｫ 繝ｻ繝悶Λ繧ｦ繝ｳ,LO,闃ｱ蝨定ｿ鷹延繝ｩ繧､繝翫ｼ繧ｺｼ2025-26ｼ,194,108,1993.08.15,32,NewPlymouthBoysHighschool鬮俶｡,,NewPlymouthBoysHighschool,B,27,https://league-one.jp/player/484539,,,,,
Shintaro Okamoto,蟯｡譛ｬ 諷主､ｪ驛,PR,闃ｱ蝨定ｿ鷹延繝ｩ繧､繝翫ｼ繧ｺｼ2025-26ｼ,182,111,1996.04.12,29,莠ｬ驛ｽ謌千ｫ鬮俶｡,蟶昜ｺｬ螟ｧ蟄ｦ,莠ｬ驛ｽ謌千ｫ鬮俶｡ 蟶昜ｺｬ螟ｧ蟄ｦ,A,33,https://league-one.jp/player/484540,,,,,
Vincent sefo,繝ｴ繧｣繝ｳ繧ｻ繝ｳ繝 繝ｻ繧ｻ繝輔か,CTB,闃ｱ蝨定ｿ鷹延繝ｩ繧､繝翫ｼ繧ｺｼ2025-26ｼ,190,105,2003.06.06,22,繝悶Μ繧ｹ繝吶Φ繧ｹ繝ｼ繝医ワ繧､繧ｹ繧ｯ繝ｼ繝ｫ鬮俶｡,,繝悶Μ繧ｹ繝吶Φ繧ｹ繝ｼ繝医ワ繧､繧ｹ繧ｯ繝ｼ繝ｫ,B,5,https://league-one.jp/player/484541,,,,,
Ryo Iwakami,蟯ｩ荳 鮴,PR,闃ｱ蝨定ｿ鷹延繝ｩ繧､繝翫ｼ繧ｺｼ2025-26ｼ,178,119,2000.09.29,25,逶ｮ鮟貞ｭｦ髯｢鬮倡ｭ牙ｭｦ譬｡,譌･譛ｬ螟ｧ蟄ｦ,逶ｮ鮟貞ｭｦ髯｢鬮倡ｭ牙ｭｦ譬｡ 譌･譛ｬ螟ｧ蟄ｦ,A,6,https://league-one.jp/player/484542,,,,,
Sho Fukui,遖丈ｺ 鄙,HO,闃ｱ蝨定ｿ鷹延繝ｩ繧､繝翫ｼ繧ｺｼ2025-26ｼ,172,92,2000.05.06,25,譚ｱ遖丞ｲ｡鬮俶｡,蟶昜ｺｬ螟ｧ蟄ｦ,譚ｱ遖丞ｲ｡鬮俶｡ 蟶昜ｺｬ螟ｧ蟄ｦ,A,12,https://league-one.jp/player/484543,,,'18 鬮俶｡,,
Shu Umemura,譴⒧搗 譟顔ｾｽ,FL,闃ｱ蝨定ｿ鷹延繝ｩ繧､繝翫ｼ繧ｺｼ2025-26ｼ,183,96,2001.03.02,24,髢｢蝠ｫ倡ｭ牙ｭｦ譬｡,譚ｱ豢句､ｧ蟄ｦ,髢｢蝠ｫ倡ｭ牙ｭｦ譬｡ 譚ｱ豢句､ｧ蟄ｦ,A,6,https://league-one.jp/player/484544,,,,,
Yushi Inoue,莠穂ｸ 蜆ｪ螢ｫ,PR,闃ｱ蝨定ｿ鷹延繝ｩ繧､繝翫ｼ繧ｺｼ2025-26ｼ,183,111,2000.07.21,25,遲醍ｴｫ鬮倡ｭ牙ｭｦ譬｡,譚ｱ豬ｷ螟ｧ蟄ｦ,遲醍ｴｫ鬮倡ｭ牙ｭｦ譬｡ 譚ｱ豬ｷ螟ｧ蟄ｦ,A,21,https://league-one.jp/player/484545,,,,,
Taiki Miyashita,螳ｮ荳 螟ｧ霈,FL,闃ｱ蝨定ｿ鷹延繝ｩ繧､繝翫ｼ繧ｺｼ2025-26ｼ,181,100,1999.08.10,26,蝣ｱ蠕ｳ蟄ｦ蝨帝ｫ俶｡,遶句多鬢ｨ螟ｧ蟄ｦ,蝣ｱ蠕ｳ蟄ｦ蝨帝ｫ俶｡ 遶句多鬢ｨ螟ｧ蟄ｦ,A,28,https://league-one.jp/player/484546,,,,,
Takahiro Hayashi,譫 髫ｺ,WTB,闃ｱ蝨定ｿ鷹延繝ｩ繧､繝翫ｼ繧ｺｼ2025-26ｼ,176,86,2000.02.03,25,遏ｳ隕区匱鄙鬢ｨ鬮倡ｭ牙ｭｦ譬｡,譚ｱ豬ｷ螟ｧ蟄ｦ,遏ｳ隕区匱鄙鬢ｨ鬮倡ｭ牙ｭｦ譬｡ 譚ｱ豬ｷ螟ｧ蟄ｦ,A,13,https://league-one.jp/player/484547,,,,,
Kensho Kawamura,豐ｳ譚 隰吝ｰ,SH,闃ｱ蝨定ｿ鷹延繝ｩ繧､繝翫ｼ繧ｺｼ2025-26ｼ,171,75,1999.10.14,26,蟶ｸ鄙泌ｭｦ蝨帝ｫ俶｡,譌ｩ遞ｲ逕ｰ螟ｧ蟄ｦ,蟶ｸ鄙泌ｭｦ蝨帝ｫ俶｡ 譌ｩ遞ｲ逕ｰ螟ｧ蟄ｦ,A,17,https://league-one.jp/player/484548,,,,,
Reiya Ueyama,荳雁ｱｱ 鮟主悼,HO,闃ｱ蝨定ｿ鷹延繝ｩ繧､繝翫ｼ繧ｺｼ2025-26ｼ,175,95,1999.09.28,26,螟ｧ髦ｪ譯占発鬮俶｡,蟶昜ｺｬ螟ｧ蟄ｦ,螟ｧ髦ｪ譯占発鬮俶｡ 蟶昜ｺｬ螟ｧ蟄ｦ,A,10,https://league-one.jp/player/484549,,,,,
Lata Tangimana,繝ｩ繧ｿ 繝ｻ繧ｿ繝ｳ繧ｮ繝槭リ,PR,闃ｱ蝨定ｿ鷹延繝ｩ繧､繝翫ｼ繧ｺｼ2025-26ｼ,183,119,1998.01.23,27,繝医Φ繧ｬ繧ｫ繝ｬ繝ず,譌･譛ｬ譁㍼炊螟ｧ蟄ｦ,繝医Φ繧ｬ繧ｫ繝ｬ繝ず 譌･譛ｬ譁㍼炊螟ｧ蟄ｦ,A,43,https://league-one.jp/player/484550,,,,,
Kotaro Takahashi,鬮俶ｩ 陌主､ｪ驛,PR,闃ｱ蝨定ｿ鷹延繝ｩ繧､繝翫ｼ繧ｺｼ2025-26ｼ,177,106,2000.02.23,25,蝣ｱ蠕ｳ蟄ｦ蝨帝ｫ俶｡,螟ｩ逅､ｧ蟄ｦ,蝣ｱ蠕ｳ蟄ｦ蝨帝ｫ俶｡ 螟ｩ逅､ｧ蟄ｦ,A,6,https://league-one.jp/player/484551,,,,,
Yoshizumi Takeda,遶ｹ逕ｰ 螳懃ｴ,FB,闃ｱ蝨定ｿ鷹延繝ｩ繧､繝翫ｼ繧ｺｼ2025-26ｼ,180,93,1991.04.29,34,蠕｡謇螳滓･ｭ鬮俶｡,蟶昜ｺｬ螟ｧ蟄ｦ,蠕｡謇螳滓･ｭ鬮俶｡ 蟶昜ｺｬ螟ｧ蟄ｦ,A,17,https://league-one.jp/player/484552,,,'09 鬮俶｡縲'11 U20,,
Tomoya Kimura,譛ｨ譚 譛倶ｹ,WTB,闃ｱ蝨定ｿ鷹延繝ｩ繧､繝翫ｼ繧ｺｼ2025-26ｼ,175,79,1998.04.04,27,莨剰ｦ句ｷ･讌ｭ鬮俶｡,蟶昜ｺｬ螟ｧ蟄ｦ,莨剰ｦ句ｷ･讌ｭ鬮俶｡ 蟶昜ｺｬ螟ｧ蟄ｦ,A,32,https://league-one.jp/player/484553,,,,,
Ren Takano,鬮倬㍽ 闢ｮ,WTB,闃ｱ蝨定ｿ鷹延繝ｩ繧､繝翫ｼ繧ｺｼ2025-26ｼ,175,83,1996.07.19,29,譚ｱ遖丞ｲ｡鬮俶｡,蜷悟ｿ礼､ｾ螟ｧ蟄ｦ,譚ｱ遖丞ｲ｡鬮俶｡ 蜷悟ｿ礼､ｾ螟ｧ蟄ｦ,A,7,https://league-one.jp/player/484554,,,'16 U20,,
Koji Okamura,蟯｡譚 譎昇,CTB,闃ｱ蝨定ｿ鷹延繝ｩ繧､繝翫ｼ繧ｺｼ2025-26ｼ,170,84,1998.06.12,27,蠕｡謇螳滓･ｭ鬮俶｡,蟶昜ｺｬ螟ｧ蟄ｦ,蠕｡謇螳滓･ｭ鬮俶｡ 蟶昜ｺｬ螟ｧ蟄ｦ,A,50,https://league-one.jp/player/484555,,,,,
Ryosuke Kataoka,迚㍾ｲ｡ 豸ｼ莠ｮ,WTB,闃ｱ蝨定ｿ鷹延繝ｩ繧､繝翫ｼ繧ｺｼ2025-26ｼ,172,83,1997.10.22,28,豬夂ｵ梧ｸ亥､ｧ蟄ｦ莉伜ｱ樊沛鬮俶｡,遶句多鬢ｨ螟ｧ蟄ｦ,豬夂ｵ梧ｸ亥､ｧ蟄ｦ莉伜ｱ樊沛鬮俶｡ 遶句多鬢ｨ螟ｧ蟄ｦ,A,34,https://league-one.jp/player/484556,,,,,
Akihide Onogi,蟆城㍽譛ｨ 譎恭,CTB,闃ｱ蝨定ｿ鷹延繝ｩ繧､繝翫ｼ繧ｺｼ2025-26ｼ,171,84,1997.07.31,28,螟ｧ髦ｪ逕｣讌ｭ螟ｧ蟄ｦ莉伜ｱ樣ｫ俶｡,譚ｱ豬ｷ螟ｧ蟄ｦ,螟ｧ髦ｪ逕｣讌ｭ螟ｧ蟄ｦ莉伜ｱ樣ｫ俶｡ 譚ｱ豬ｷ螟ｧ蟄ｦ,A,9,https://league-one.jp/player/484557,,,,,
Takumi Yoshimoto,蜷画悽 蛹,CTB,闃ｱ蝨定ｿ鷹延繝ｩ繧､繝翫ｼ繧ｺｼ2025-26ｼ,171,84,1997.11.16,28,蟶ｸ鄙泌ｭｦ蝨帝ｫ俶｡,遶句多鬢ｨ螟ｧ蟄ｦ,蟶ｸ鄙泌ｭｦ蝨帝ｫ俶｡ 遶句多鬢ｨ螟ｧ蟄ｦ,A,16,https://league-one.jp/player/484558,,,,,
Patrick Stehlin,繧ｹ繝う繝ｪ繝ｳ 繝代ヨ繝ｪ繝け,CTB,闃ｱ蝨定ｿ鷹延繝ｩ繧､繝翫ｼ繧ｺｼ2025-26ｼ,178,99,1992.12.15,33,繧ｻ繝ｳ繝医ｻ繝医ｼ繝槭せ繝ｻ繧ｪ繝悶ｻ繧ｫ繝ｳ繧ｿ繝吶Μ繝ｼ繝ｻ繧ｫ繝ｬ繝ず,諡捺ｮ門､ｧ蟄ｦ,繧ｻ繝ｳ繝医ｻ繝医ｼ繝槭せ繝ｻ繧ｪ繝悶ｻ繧ｫ繝ｳ繧ｿ繝吶Μ繝ｼ繝ｻ繧ｫ繝ｬ繝ず 諡捺ｮ門､ｧ蟄ｦ,A,25,https://league-one.jp/player/484559,,,,,
Daisuke Noguchi,驥主哨 螟ｧ霈,SO,闃ｱ蝨定ｿ鷹延繝ｩ繧､繝翫ｼ繧ｺｼ2025-26ｼ,178,88,1993.06.14,32,譚ｱ豬ｷ螟ｧ蟄ｦ莉伜ｱ樔ｻｰ譏滄ｫ俶｡,譚ｱ豬ｷ螟ｧ蟄ｦ,譚ｱ豬ｷ螟ｧ蟄ｦ莉伜ｱ樔ｻｰ譏滄ｫ俶｡ 譚ｱ豬ｷ螟ｧ蟄ｦ,A,16,https://league-one.jp/player/484560,,,,,
Keitaro Hitora,莠ｺ鄒 螂主､ｪ驛,SH,闃ｱ蝨定ｿ鷹延繝ｩ繧､繝翫ｼ繧ｺｼ2025-26ｼ,165,70,1998.12.11,27,譚ｱ豬ｷ螟ｧ蟄ｦ莉伜ｱ樔ｻｰ譏滄ｫ俶｡,蜷悟ｿ礼､ｾ螟ｧ蟄ｦ,譚ｱ豬ｷ螟ｧ蟄ｦ莉伜ｱ樔ｻｰ譏滄ｫ俶｡ 蜷悟ｿ礼､ｾ螟ｧ蟄ｦ,A,41,https://league-one.jp/player/484561,,,,,
Tomoya Nakamura,荳ｭ譚 蜿句悼,SH,闃ｱ蝨定ｿ鷹延繝ｩ繧､繝翫ｼ繧ｺｼ2025-26ｼ,162,66,1998.06.25,27,莨剰ｦ句ｷ･讌ｭ鬮俶｡,譚ｱ豬ｷ螟ｧ蟄ｦ,莨剰ｦ句ｷ･讌ｭ鬮俶｡ 譚ｱ豬ｷ螟ｧ蟄ｦ,A,21,https://league-one.jp/player/484562,,,,,
Hayato Yokoi,讓ｪ莠 髫ｼ,FL,闃ｱ蝨定ｿ鷹延繝ｩ繧､繝翫ｼ繧ｺｼ2025-26ｼ,181,97,1997.07.29,28,遏ｳ隕区匱鄙鬢ｨ鬮倡ｭ牙ｭｦ譬｡,譚ｱ豬ｷ螟ｧ蟄ｦ,遏ｳ隕区匱鄙鬢ｨ鬮倡ｭ牙ｭｦ譬｡ 譚ｱ豬ｷ螟ｧ蟄ｦ,A,20,https://league-one.jp/player/484563,,,,,
Jed Brown,繧ｸ繧ｧ繝 繝ｻ繝悶Λ繧ｦ繝ｳ,FL,闃ｱ蝨定ｿ鷹延繝ｩ繧､繝翫ｼ繧ｺｼ2025-26ｼ,185,100,1991.03.12,34,繝舌ｼ繝ｳ繧ｵ繧､繝峨ワ繧､繧ｹ繧ｯ繝ｼ繝ｫ鬮俶｡,,繝舌ｼ繝ｳ繧ｵ繧､繝峨ワ繧､繧ｹ繧ｯ繝ｼ繝ｫ,A,30,https://league-one.jp/player/484564,,,,,
Takahito Sugahara,闖⒦次 雋ｴ莠ｺ,FL,闃ｱ蝨定ｿ鷹延繝ｩ繧､繝翫ｼ繧ｺｼ2025-26ｼ,185,101,1996.09.22,29,蠕｡謇螳滓･ｭ鬮俶｡,蟶昜ｺｬ螟ｧ蟄ｦ,蠕｡謇螳滓･ｭ鬮俶｡ 蟶昜ｺｬ螟ｧ蟄ｦ,A,47,https://league-one.jp/player/484565,,,,,
Shohei Nonaka,驥惹ｸｭ 鄙泌ｹｳ,FL,闃ｱ蝨定ｿ鷹延繝ｩ繧､繝翫ｼ繧ｺｼ2025-26ｼ,183,99,1995.11.17,30,譚ｱ豬ｷ螟ｧ蟄ｦ莉伜ｱ樔ｻｰ譏滄ｫ俶｡,蜷悟ｿ礼､ｾ螟ｧ蟄ｦ,譚ｱ豬ｷ螟ｧ蟄ｦ莉伜ｱ樔ｻｰ譏滄ｫ俶｡ 蜷悟ｿ礼､ｾ螟ｧ蟄ｦ,A,55,https://league-one.jp/player/484566,,,,,
Patrick Tafa,繝代ヨ繝ｪ繝け 繝ｻ繧ｿ繝輔ぃ,FL,闃ｱ蝨定ｿ鷹延繝ｩ繧､繝翫ｼ繧ｺｼ2025-26ｼ,195,122,1999.07.19,26,繝悶Μ繧ｹ繝吶Φ繧ｹ繝ｼ繝医ワ繧､繧ｹ繧ｯ繝ｼ繝ｫ鬮俶｡,,繝悶Μ繧ｹ繝吶Φ繧ｹ繝ｼ繝医ワ繧､繧ｹ繧ｯ繝ｼ繝ｫ,A,43,https://league-one.jp/player/484567,,,,,
Sanaila Waqa,繧ｵ繝翫う繝ｩ 繝ｻ繝ｯ繧ｯ繧｡,LO,闃ｱ蝨定ｿ鷹延繝ｩ繧､繝翫ｼ繧ｺｼ2025-26ｼ,202,125,1995.07.17,30,繝倥う繧ｹ繝ぅ繝ｳ繧ｰ繧ｹ繝懊ｼ繧､繧ｺ鬮倬ｫ俶｡,,繝倥う繧ｹ繝ぅ繝ｳ繧ｰ繧ｹ繝懊ｼ繧､繧ｺ鬮,A,41,https://league-one.jp/player/484568,,,譌･譛ｬ莉｣陦ｨ10CAP,,
Kazuma Matsuda,譚ｾ逕ｰ 荳逵,HO,闃ｱ蝨定ｿ鷹延繝ｩ繧､繝翫ｼ繧ｺｼ2025-26ｼ,172,94,1998.08.22,27,蟶ｸ鄙泌ｭｦ蝨帝ｫ俶｡,豬夂ｵ梧ｸ亥､ｧ蟄ｦ,蟶ｸ鄙泌ｭｦ蝨帝ｫ俶｡ 豬夂ｵ梧ｸ亥､ｧ蟄ｦ,A,32,https://league-one.jp/player/484569,,,,,
