英語名,選手名,ポジション,所属チーム,身長,体重,生年月日,年齢,高校,大学,出身校・チーム歴(全文),カテゴリ,リーグワンキャップ数,URL,Text_Detail,キャリア遍歴,代表キャップ数,International_Caps,Scraped_Url
Yusuke Kishi,岸 佑融,LO,リコーブラックラムズ東京（2025-26）,191,106,2002.08.02,23,玉川学園高等部高校,日本体育大学,玉川学園高等部 日本体育大学,A,0,https://league-one.jp/player/484859,,,,,
Soonhong Lee,李 淳弘,HO,リコーブラックラムズ東京（2025-26）,171,100,2002.06.29,23,大阪朝鮮高級学校,京都産業大学,大阪朝鮮高級学校 京都産業大学,A,0,https://league-one.jp/player/484860,,,'25 XV,,
Taichi Kugino,久木野 太一,CTB,リコーブラックラムズ東京（2025-26）,178,89,2002.10.21,23,小倉高校,帝京大学,小倉高校 帝京大学,A,0,https://league-one.jp/player/484861,,,,,
Yuta Akihama,秋濱 悠太,WTB,リコーブラックラムズ東京（2025-26）,174,85,2002.05.16,23,桐蔭学園高校,明治大学,桐蔭学園 明治大学,A,0,https://league-one.jp/player/484862,,,'24 XV,,
Kota Mitake,三竹 康太,PR,リコーブラックラムズ東京（2025-26）,175,110,1996.04.28,29,大阪桐蔭高校,立命館大学,大阪桐蔭高校 立命館大学,A,36,https://league-one.jp/player/484863,,,'16 U23,,
Michael Allardice,マイケル ・アラダイス,LO,リコーブラックラムズ東京（2025-26）,200,112,1991.10.19,34,パーマストンノースボーイズ,カンタベリー大学,パーマストンノースボーイズ高校 カンタベリー大学,A,36,https://league-one.jp/player/484864,,,,,
TJ Perenara,TJ ・ペレナラ,SH,リコーブラックラムズ東京（2025-26）,181,92,1992.01.23,33,マナカレッジ,,マナカレッジ,C,21,https://league-one.jp/player/484865,,,,,
PJ Latu,PJ ・ラトゥ,CTB,リコーブラックラムズ東京（2025-26）,187,104,2000.10.24,25,TimaruSouthSchool,大東文化大学,TimaruSouthSchool 大東文化大学,A,18,https://league-one.jp/player/484866,,,,,
Liam Gill,リアム ・ギル,FL,リコーブラックラムズ東京（2025-26）,186,105,1992.06.08,33,セントジョセフカレッジグレゴリーテラス,,セントジョセフカレッジグレゴリーテラス,C,41,https://league-one.jp/player/484867,,,,,
Paddy Ryan,パディー ・ライアン,PR,リコーブラックラムズ東京（2025-26）,190,116,1988.08.09,37,セントジョセフカレッジ,シドニー大学,セントジョセフカレッジ シドニー大学,C,45,https://league-one.jp/player/484868,,,,,
Shogo Yamamura,山村 勝悟,No8,リコーブラックラムズ東京（2025-26）,178,103,2001.03.24,24,天理高校,天理大学,天理高校 天理大学,A,0,https://league-one.jp/player/484869,,,,,
Kosei Nakamura,中村 公星,PR,リコーブラックラムズ東京（2025-26）,183,111,2001.01.25,24,国学院大学栃木高校,明治大学,国学院大学栃木高校 明治大学,A,8,https://league-one.jp/player/484870,,,,,
Ichigo Nakakusu,中楠 一期,SO,リコーブラックラムズ東京（2025-26）,174,84,2000.06.01,25,国学院久我山高校,慶応義塾大学,国学院久我山高校 慶応義塾大学,A,28,https://league-one.jp/player/484871,,,'18 高校、'25 XV、日本代表3CAP,,
Takumi Aoki,青木 拓己,CTB,リコーブラックラムズ東京（2025-26）,185,90,2000.04.07,25,御所実業高校,大東文化大学,御所実業高校  大東文化大学,A,0,https://league-one.jp/player/484872,,,,,
Siope Tavo,シオペ ・タヴォ,CTB,リコーブラックラムズ東京（2025-26）,189,104,1997.06.19,28,リアホナ,大東文化大学,リアホナ高校 大東文化大学,A,15,https://league-one.jp/player/484873,,,,,
Brodi Mccurran,マクカラン ブロディ,FL,リコーブラックラムズ東京（2025-26）,193,106,1994.05.24,31,ハミルトンボーイズ,帝京大学,ハミルトンボーイズ高校 帝京大学,A,48,https://league-one.jp/player/484874,,,,,
Josh Goodhue,ジョシュ ・グッドヒュー,LO,リコーブラックラムズ東京（2025-26）,199,112,1995.06.13,30,マウントアルバートグラマースクール,リンカーン大学,マウントアルバートグラマースクール リンカーン大学,B,30,https://league-one.jp/player/484875,,,,,
Shohei Oyama,大山 祥平,PR,リコーブラックラムズ東京（2025-26）,186,115,1998.11.15,27,慶應義塾高校,慶應義塾大学,慶應義塾高校 慶應義塾大学,A,33,https://league-one.jp/player/484876,,,'18 U20、'18 U23、'25 XV,,
Ko Sato,佐藤 康,HO,リコーブラックラムズ東京（2025-26）,170,98,1999.05.10,26,天理高校,天理大学,天理高校 天理大学,A,25,https://league-one.jp/player/484877,,,,,
Shu Yamamoto,山本 秀,LO,リコーブラックラムズ東京（2025-26）,190,108,1999.06.01,26,京都成章高校,近畿大学,京都成章高校 近畿大学,A,10,https://league-one.jp/player/484878,,,'17 高校、'19 U20、'25 XV,,
Harrison Fox,ハリソン ・フォックス,LO,リコーブラックラムズ東京（2025-26）,198,118,2000.11.01,25,パジュア,,パジュア高校,A,21,https://league-one.jp/player/484879,,,,,
Yuki Ikeda,池田 悠希,CTB,リコーブラックラムズ東京（2025-26）,187,98,1995.05.21,30,東海大仰星高校,東海大学,東海大仰星高校 東海大学,A,51,https://league-one.jp/player/484880,,,'17 U23、日本代表2CAP,,
Takanobu Minami,南 昂伸,SH,リコーブラックラムズ東京（2025-26）,166,72,1999.03.03,26,御所実業高校,大東文化大学,御所実業高校 大東文化大学,A,30,https://league-one.jp/player/484881,,,,,
Yoshiyuki Koga,古賀 由教,WTB,リコーブラックラムズ東京（2025-26）,176,82,1998.08.28,27,東福岡高校,早稲田大学,東福岡高校 早稲田大学,A,3,https://league-one.jp/player/484882,,,'18 U20,,
Yuichiro Taniguchi,谷口 祐一郎,PR,リコーブラックラムズ東京（2025-26）,180,108,1998.06.04,27,東海大仰星高校,天理大学,東海大仰星高校 天理大学,A,33,https://league-one.jp/player/484883,,,'18 U20、'18 U23、'25 XV,,
Isaac Lucas,アイザック ・ルーカス,FB,リコーブラックラムズ東京（2025-26）,179,84,1999.02.11,26,セントジョセフグレゴリーテラスカレッジ,,セントジョセフグレゴリーテラスカレッジ,A,54,https://league-one.jp/player/484884,,,,,
Taira Main,メイン 平,FB,リコーブラックラムズ東京（2025-26）,180,90,2000.09.05,25,御所実業高校,,御所実業高等学校,A,37,https://league-one.jp/player/484885,,,'18 高校、'25 XV、日本代表1CAP,,
Tomoya Yamamura,山村 知也,WTB,リコーブラックラムズ東京（2025-26）,174,82,1997.12.02,28,報徳学園高校,明治大学,報徳学園高校 明治大学,A,8,https://league-one.jp/player/484886,,,'16 U20、'18 U23,,
Daisuke Nishikawa,西川 大輔,CTB,リコーブラックラムズ東京（2025-26）,184,90,1997.08.24,28,豊明高校,中京大学,豊明高校 中京大学,A,23,https://league-one.jp/player/484887,,,,,
Yuta Kurihara,栗原 由太,CTB,リコーブラックラムズ東京（2025-26）,179,88,1997.10.12,28,桐蔭学園高校,慶応義塾大学,桐蔭学園高校 慶応義塾大学,A,35,https://league-one.jp/player/484888,,,,,
Hinata Takei,武井 日向,HO,リコーブラックラムズ東京（2025-26）,171,98,1997.06.17,28,國學院栃木高校,明治大学,國學院栃木高校 明治大学,A,25,https://league-one.jp/player/484889,,,'17 U20、'17 U23、'18 U23,,
Daigo Sasagawa,笹川 大五,PR,リコーブラックラムズ東京（2025-26）,187,115,1997.08.03,28,明治大学付属中野高校,明治大学,明治大学付属中野高等学校 明治大学,A,28,https://league-one.jp/player/484890,,,,,
Talau Samurai Fakatava,ファカタヴァ タラウ侍,LO,リコーブラックラムズ東京（2025-26）,191,112,1994.12.07,31,ティマルボーイズ,大東文化大学,ティマルボーイズ高校 大東文化大学,-,14,https://league-one.jp/player/484891,,,,,
Amato Fakatava,ファカタヴァ アマト,No8,リコーブラックラムズ東京（2025-26）,195,118,1994.12.07,31,ティマルボーイズ,大東文化大学,ティマルボーイズ高校 大東文化大学,A,50,https://league-one.jp/player/484892,,,,,
Pohiva Yamato Lotoahea,ロトアヘア ポヒヴァ大和,LO,リコーブラックラムズ東京（2025-26）,192,120,1988.08.10,37,トゥポウカレッジ,埼玉工業大学,トゥポウカレッジ 埼玉工業大学,A,28,https://league-one.jp/player/484893,,,,,
Masashi Onishi,大西 将史,HO,リコーブラックラムズ東京（2025-26）,180,110,1995.02.21,30,上宮太子高校,帝京大学,上宮太子高校 帝京大学,A,36,https://league-one.jp/player/484894,,,,,
Ryohei Isoda,礒田 凌平,CTB,リコーブラックラムズ東京（2025-26）,178,90,1996.07.22,29,京都成章高校,立命館大学,京都成章高校 立命館大学,A,26,https://league-one.jp/player/484895,,,,,
Toshiya Takahashi,高橋 敏也,SH,リコーブラックラムズ東京（2025-26）,182,83,1993.10.22,32,国学院久我山高校,青山学院大学,国学院久我山高校 青山学院大学,A,42,https://league-one.jp/player/484896,,,,,
Taichi Chiba,千葉 太一,PR,リコーブラックラムズ東京（2025-26）,176,115,1994.09.22,31,早稲田実業高校,早稲田大学,早稲田実業高校 早稲田大学,A,31,https://league-one.jp/player/484897,,,,,
Kohei Horigome,堀米 航平,SO,リコーブラックラムズ東京（2025-26）,177,89,1995.09.18,30,流通経済大学柏高校,明治大学,流通経済大学柏高校 明治大学,A,19,https://league-one.jp/player/484898,,,'13 高校,,
Kazuma Nishi,西 和磨,PR,リコーブラックラムズ東京（2025-26）,180,105,1995.08.10,30,京都成章高校,帝京大学,京都成章高校 帝京大学,A,53,https://league-one.jp/player/484899,,,,,
Shuhei Matsuhashi,松橋 周平,No8,リコーブラックラムズ東京（2025-26）,180,100,1993.11.24,32,船橋高校,明治大学,市立船橋高校 明治大学,A,49,https://league-one.jp/player/484900,,,日本代表8CAP,,
Otoya Kihara,木原 音弥,No8,リコーブラックラムズ東京（2025-26）,186,98,2000.02.27,25,東福岡高校,同志社大学,東福岡高校 同志社大学,A,10,https://league-one.jp/player/484901,,,'17 高校,,
Larzlo Sword,ラズロー ・ソード,CTB,リコーブラックラムズ東京（2025-26）,193,105,2003.05.06,22,アングリカン・チャーチ・グラマー・スクール,,アングリカン・チャーチ・グラマー・スクール,B,5,https://league-one.jp/player/484902,,,,,
Shin Ouchi,大内 真,HO,リコーブラックラムズ東京（2025-26）,183,107,1997.07.26,28,日川高校,,日川高校,A,27,https://league-one.jp/player/484903,,,,,
Kotaro Ito,伊藤 耕太郎,SO,リコーブラックラムズ東京（2025-26）,177,86,2001.11.15,24,國學院栃木高校,明治大学,國學院栃木高校 明治大学,A,19,https://league-one.jp/player/484904,,,'25 XV,,
Reijiro Yamamoto,山本 嶺二郎,LO,リコーブラックラムズ東京（2025-26）,191,110,2002.03.18,23,京都成章高校,明治大学,京都成章高校 明治大学,A,20,https://league-one.jp/player/484905,,,,,
Tomu Takamoto,高本 とむ,WTB,リコーブラックラムズ東京（2025-26）,182,92,2001.10.10,24,東福岡高校,帝京大学,東福岡高校 帝京大学,A,4,https://league-one.jp/player/484906,,,'25 XV,,
Taishi Tsumura,津村 大志,PR,リコーブラックラムズ東京（2025-26）,172,108,2001.04.30,24,御所実業高校,帝京大学,御所実業高校 帝京大学,A,16,https://league-one.jp/player/484907,,,'25 XV,,
Seima Inaba,稲葉 聖馬,SH,リコーブラックラムズ東京（2025-26）,166,74,2002.01.27,23,御所実業高校,大東文化大学,御所実業高校 大東文化大学,A,0,https://league-one.jp/player/484908,,,,,
Samuel Waqabaca,サミュエラ ・ワカヴァカ,PR,リコーブラックラムズ東京（2025-26）,185,113,2001.08.19,24,セント,グレゴリー大学,セント グレゴリー カレッジ 朝日大学,A,16,https://league-one.jp/player/484909,,,,,
Nic Souchon,ニック ・スーチョン,HO,リコーブラックラムズ東京（2025-26）,180,110,1997.08.13,28,ハミルトンボーイズハイスクール,リンカーン大学,ハミルトンボーイズハイスクール リンカーン大学,B,0,https://league-one.jp/player/485147,,,,,
Frank Lochore,フランク ・ロホー,LO,NECグリーンロケッツ東葛（2025-26）,194,110,2001.06.07,24,NapierBoyshighschool,,NapierBoyshighschool,B,2,https://league-one.jp/player/483527,,,,,
Ryuto Fukuyama,福山 竜斗,UTB,NECグリーンロケッツ東葛（2025-26）,168,83,1999.10.06,26,天理高校,近畿大学,天理高校 近畿大学,A,13,https://league-one.jp/player/483528,,,,,
Amanaki Taiyo Lotoahea,ロトアヘア アマナキ大洋,CTB,NECグリーンロケッツ東葛（2025-26）,191,107,1990.04.14,35,トゥポウカレッジ,花園大学,トゥポウカレッジ 花園大学,A,30,https://league-one.jp/player/483529,,,,,
Reece Macdonald,リース ・マクドナルド,SO,NECグリーンロケッツ東葛（2025-26）,175,83,1997.12.10,28,TauharaCollage,,TauharaCollage,B,2,https://league-one.jp/player/483530,,,,,
Riley Hohepa,ライリー ・ホヘパ,SO,NECグリーンロケッツ東葛（2025-26）,186,93,1995.02.09,30,PukekoheHighSchool,,PukekoheHighSchool,B,3,https://league-one.jp/player/483531,,,,,
Hirose Yabu,屋部 旺成,SH,NECグリーンロケッツ東葛（2025-26）,173,77,2003.02.15,22,名護高校,,名護高校,A,0,https://league-one.jp/player/483532,,,,,
Timote Tavalea,ティモテ ・タヴァレア,FL,NECグリーンロケッツ東葛（2025-26）,186,105,1998.08.05,27,JohnPaulCollage,山梨学院大学,JohnPaulCollage 山梨学院大学,A,17,https://league-one.jp/player/483533,,,,,
Dylan Nel,ディラン ・ネル,No8,NECグリーンロケッツ東葛（2025-26）,185,110,1992.11.27,33,ClifonCollage,,ClifonCollage,B,14,https://league-one.jp/player/483534,,,,,
Rory Arnold,ローリー ・アーノルド,LO,NECグリーンロケッツ東葛（2025-26）,208,120,1990.07.01,35,Muruwillumbahhighschool,,Muruwillumbahhighschool,C,21,https://league-one.jp/player/483535,,,,,
Kosuke Shimoe,下江 康輔,HO,NECグリーンロケッツ東葛（2025-26）,173,100,2001.05.23,24,東福岡高校,東海大学,東福岡高校 東海大学,A,0,https://league-one.jp/player/483536,,,,,
Shunya Hamano,濱野 隼也,HO,NECグリーンロケッツ東葛（2025-26）,182,108,1999.03.11,26,秋田工業高校,法政大学,秋田工業高校 法政大学,A,10,https://league-one.jp/player/483537,,,,,
Keita Kimura,木村 圭汰,PR,NECグリーンロケッツ東葛（2025-26）,175,112,1999.12.12,26,筑紫台高校,京都産業大学,筑紫台高校 京都産業大学,A,15,https://league-one.jp/player/483538,,,,,
Taiga Yamaguchi,山口 泰雅,PR,NECグリーンロケッツ東葛（2025-26）,169,106,2000.10.27,25,目黒学院高校,東洋大学,目黒学院高校 東洋大学,A,22,https://league-one.jp/player/483539,,,,,
Phransis Sula-Siaosi,フランシス ・スラ・シアオシ,PR,NECグリーンロケッツ東葛（2025-26）,173,120,2000.07.15,25,St.Joseph'sNudgeeCollege,,St.Joseph'sNudgeeCollege,B,0,https://league-one.jp/player/483540,,,,,
Matariki Channings,マタリキ ・チャニングス,LO,NECグリーンロケッツ東葛（2025-26）,195,114,2002.06.11,23,TeAuteCollage/HastingBoysHighschool,東洋大学,TeAuteCollage/HastingBoysHighschool 東洋大学,B,0,https://league-one.jp/player/483541,,,,,
Naoya Ogita,荻田 直弥,WTB,NECグリーンロケッツ東葛（2025-26）,187,91,2002.09.20,23,学習院高等科高校,学習院大学,学習院高等科 学習院大学,A,0,https://league-one.jp/player/483542,,,,,
Asahi Uchikawa,内川 朝陽,FL,NECグリーンロケッツ東葛（2025-26）,182,97,2002.04.17,23,佐賀工業高校,関東学院大学,佐賀工業高校 関東学院大学,A,0,https://league-one.jp/player/483543,,,,,
Shotaro Kameyama,亀山 昇太郎,PR,NECグリーンロケッツ東葛（2025-26）,176,115,2002.09.17,23,茗溪学園高校,早稲田大学,茗溪学園高校 早稲田大学,A,6,https://league-one.jp/player/483544,,,,,
Sena Hwang,黄 世邏,PR,NECグリーンロケッツ東葛（2025-26）,180,110,2003.02.03,22,中部大学春日丘高校,関西学院大学,中部大学春日丘高校 関西学院大学,A,3,https://league-one.jp/player/483545,,,,,
Edward Annandale,エドワード ・アナンデール,LO,NECグリーンロケッツ東葛（2025-26）,200,121,2001.01.18,24,MassillonHighschool,,MassillonHighschool,B,9,https://league-one.jp/player/483546,,,,,
Keagen Faria,キーガン ・ファリア,WTB,NECグリーンロケッツ東葛（2025-26）,185,90,1994.12.10,31,St.John’sCollage,,St.John’sCollage,A,38,https://league-one.jp/player/483547,,,,,
