=== Missing Nationality Report ===
Total: 3834

Name: Hiroki Kumoyama (雲山 弘貴) | Team: 花園近鉄ライナーズ（2025-26） (league-one) | URL: https://league-one.jp/player/484534
Name: Ardie Savea (アーディ サベア) | Team: コベルコ神戸スティーラーズ（2025-26） (league-one) | URL: https://league-one.jp/player/488117
Name: Taichi Takenaka (竹中 太一) | Team: 三重ホンダヒート（2025-26） (league-one) | URL: https://league-one.jp/player/484690
Name: Kouki Arai (荒井 康植) | Team: 横浜キヤノンイーグルス（2025-26） (league-one) | URL: https://league-one.jp/player/484848
Name: Tom Parton (トム パートン) | Team: 埼玉パナソニックワイルドナイツ（2025-26） (league-one) | URL: https://league-one.jp/player/484035
Name: Seungsin Lee (李 承信) | Team: コベルコ神戸スティーラーズ（2025-26） (league-one) | URL: https://league-one.jp/player/483953
Name: Yuki Miyazato (宮里 侑樹) | Team: 三菱重工相模原ダイナボアーズ（2025-26） (league-one) | URL: https://league-one.jp/player/484740
Name: Manu Akauora (マヌ アカウオラ) | Team: 三重ホンダヒート（2025-26） (league-one) | URL: https://league-one.jp/player/484663
Name: Gaku Shimizu (清水 岳) | Team: トヨタヴェルブリッツ（2025-26） (league-one) | URL: https://league-one.jp/player/484469
Name: Netani Vakayalia (ネタニ ヴァカヤリア) | Team: 東芝ブレイブルーパス東京（2025-26） (league-one) | URL: https://league-one.jp/player/484342
Name: Takumi Sugiura (杉浦 拓実) | Team: 三菱重工相模原ダイナボアーズ（2025-26） (league-one) | URL: https://league-one.jp/player/484747
Name: Izi Sword (イジ— ソード) | Team: クボタスピアーズ船橋・東京ベイ（2025-26） (league-one) | URL: https://league-one.jp/player/483782
Name: Riku Mishima (三島 琳久) | Team: 三菱重工相模原ダイナボアーズ（2025-26） (league-one) | URL: https://league-one.jp/player/484732
Name: Ikuma Yamada (山田 生真) | Team: 三重ホンダヒート（2025-26） (league-one) | URL: https://league-one.jp/player/484684
Name: Satoshi Koizumi (小泉 怜史) | Team: 三菱重工相模原ダイナボアーズ（2025-26） (league-one) | URL: https://league-one.jp/player/484733
Name: Epineri Uluiviti (エピネリ ウルイヴァイティ) | Team: 三菱重工相模原ダイナボアーズ（2025-26） (league-one) | URL: https://league-one.jp/player/484741
Name: Hikaru Tamura (田村 煕) | Team: 浦安D-Rocks（2025-26） (league-one) | URL: https://league-one.jp/player/483517
Name: Opeti Helu (オペティ ヘル) | Team: クボタスピアーズ船橋・東京ベイ（2025-26） (league-one) | URL: https://league-one.jp/player/483755
Name: Shun Nakashika (中鹿 駿) | Team: 日野レッドドルフィンズ（2025-26） (league-one) | URL: https://league-one.jp/player/484588
Name: Eito Tsutsumi (堤 英登) | Team: 狭山セコムラガッツ（2025-26） (league-one) | URL: https://league-one.jp/player/484112
Name: Shota Okuno (奥野 翔太) | Team: 狭山セコムラガッツ（2025-26） (league-one) | URL: https://league-one.jp/player/484119
Name: Shota Kutsuna (忽那 鐘太) | Team: 狭山セコムラガッツ（2025-26） (league-one) | URL: https://league-one.jp/player/484121
Name: Tatsuya Fujioka (藤岡 竜也) | Team: 清水建設江東ブルーシャークス（2025-26） (league-one) | URL: https://league-one.jp/player/484207
Name: Simon Hickey (サイモン ヒッキー) | Team: 日野レッドドルフィンズ（2025-26） (league-one) | URL: https://league-one.jp/player/485377
Name: HIBIKI NAKAZAWA (中澤 響) | Team: ルリーロ福岡（2025-26） (league-one) | URL: https://league-one.jp/player/484936
Name: Syougo Azuma (東 将吾) | Team: 中国電力レッドレグリオンズ（2025-26） (league-one) | URL: https://league-one.jp/player/484264
Name: Daiki Kon (今 大輝) | Team: 日本製鉄釜石シーウェイブス（2025-26） (league-one) | URL: https://league-one.jp/player/484519
Name: Honeti Taumohaapai (タウモハパイ ホネティ) | Team: 三菱重工相模原ダイナボアーズ（2025-26） (league-one) | URL: https://league-one.jp/player/484748
Name: Yuhei Shimada (島田 悠平) | Team: クボタスピアーズ船橋・東京ベイ（2025-26） (league-one) | URL: https://league-one.jp/player/483773
Name: Harry Willard (ハリー ウィラード) | Team: クボタスピアーズ船橋・東京ベイ（2025-26） (league-one) | URL: https://league-one.jp/player/488107
Name: TJ Perenara (TJ ペレナラ) | Team: リコーブラックラムズ東京（2025-26） (league-one) | URL: https://league-one.jp/player/484865
Name: Cormac Daly (コルマック ダリー) | Team: 横浜キヤノンイーグルス（2025-26） (league-one) | URL: https://league-one.jp/player/484823
Name: Kenta Hirai (平井 建多) | Team: 三重ホンダヒート（2025-26） (league-one) | URL: https://league-one.jp/player/484711
Name: Aminiasi Shaw (アミニアシ ショー) | Team: 横浜キヤノンイーグルス（2025-26） (league-one) | URL: https://league-one.jp/player/484818
Name: Kengo Gunji (郡司 健吾) | Team: 三重ホンダヒート（2025-26） (league-one) | URL: https://league-one.jp/player/484698
Name: Inoke Burua (イノケ ブルア) | Team: コベルコ神戸スティーラーズ（2025-26） (league-one) | URL: https://league-one.jp/player/483940
Name: Makito Ishikawa (石川 槙人) | Team: 埼玉パナソニックワイルドナイツ（2025-26） (league-one) | URL: https://league-one.jp/player/484030
Name: Kavaia Tagivetaua (カヴァイア タギヴェタウア) | Team: コベルコ神戸スティーラーズ（2025-26） (league-one) | URL: https://league-one.jp/player/485729
Name: Hayate Hiraishi (平石 颯) | Team: 横浜キヤノンイーグルス（2025-26） (league-one) | URL: https://league-one.jp/player/484855
Name: Lekima Nasamila (レキマ ナサミラ) | Team: 横浜キヤノンイーグルス（2025-26） (league-one) | URL: https://league-one.jp/player/484852
Name: Ryu Fukuhara (普久原 琉) | Team: 横浜キヤノンイーグルス（2025-26） (league-one) | URL: https://league-one.jp/player/484851
Name: Max Hughes (マックス ヒューズ) | Team: 東京サントリーサンゴリアス（2025-26） (league-one) | URL: https://league-one.jp/player/484306
Name: Takuro Hojo (北條 拓郎) | Team: 三重ホンダヒート（2025-26） (league-one) | URL: https://league-one.jp/player/484712
Name: Joshua Nohra (ジョシュア ノーラ) | Team: 埼玉パナソニックワイルドナイツ（2025-26） (league-one) | URL: https://league-one.jp/player/484037
Name: Taro Nishikawa (西川 太郎) | Team: 中国電力レッドレグリオンズ（2025-26） (league-one) | URL: https://league-one.jp/player/484279
Name: Kazunari Takagi (高木 一成) | Team: 横浜キヤノンイーグルス（2025-26） (league-one) | URL: https://league-one.jp/player/484840
Name: Takuma Motohashi (本橋 拓馬) | Team: コベルコ神戸スティーラーズ（2025-26） (league-one) | URL: https://league-one.jp/player/483935
Name: Seiya Kitajima (北島 聖也) | Team: 中国電力レッドレグリオンズ（2025-26） (league-one) | URL: https://league-one.jp/player/484284
Name: Tetsunori Osaki (大サキ) | Team: 清水建設江東ブルーシャークス（2025-26） (league-one) | URL: https://league-one.jp/player/484224
Name: Kaen Hirano (平野 叶苑) | Team: 中国電力レッドレグリオンズ（2025-26） (league-one) | URL: https://league-one.jp/player/484257
Name: Genta Nishibata (西端 玄汰) | Team: 清水建設江東ブルーシャークス（2025-26） (league-one) | URL: https://league-one.jp/player/484206
Name: Makoto Kurata (倉田 真) | Team: 狭山セコムラガッツ（2025-26） (league-one) | URL: https://league-one.jp/player/484132
Name: Masaaki Morita (森田 政彰) | Team: 中国電力レッドレグリオンズ（2025-26） (league-one) | URL: https://league-one.jp/player/484272
Name: Haruki Matsudo (松土 治樹) | Team: 清水建設江東ブルーシャークス（2025-26） (league-one) | URL: https://league-one.jp/player/484241
Name: Yosuke Okuma (大熊 陽介) | Team: 狭山セコムラガッツ（2025-26） (league-one) | URL: https://league-one.jp/player/484100
Name: Ryushin Sone (曽根 隆慎) | Team: 花園近鉄ライナーズ（2025-26） (league-one) | URL: https://league-one.jp/player/484532
Name: Daisuke Yamato (大和 大祐) | Team: 清水建設江東ブルーシャークス（2025-26） (league-one) | URL: https://league-one.jp/player/484220
Name: Haru Tomoda (友田 晴) | Team: ルリーロ福岡（2025-26） (league-one) | URL: https://league-one.jp/player/484920
Name: Tomonari Aoki (青木 智成) | Team: 中国電力レッドレグリオンズ（2025-26） (league-one) | URL: https://league-one.jp/player/484268
Name: Ika Motulalo Takau (イカ モツラロ タカウ) | Team: 清水建設江東ブルーシャークス（2025-26） (league-one) | URL: https://league-one.jp/player/484204
Name: Itsuki Fujii (藤井 樹) | Team: 狭山セコムラガッツ（2025-26） (league-one) | URL: https://league-one.jp/player/484135
Name: Shogo Matsushita (松下 彰吾) | Team: 九州電力キューデンヴォルテクス（2025-26） (league-one) | URL: https://league-one.jp/player/483700
Name: Musashi Matsuda (松田 武蔵) | Team: 狭山セコムラガッツ（2025-26） (league-one) | URL: https://league-one.jp/player/484137
Name: Shinnosuke Tafokitau Oka (岡 新之助タフォキタウ) | Team: 日本製鉄釜石シーウェイブス（2025-26） (league-one) | URL: https://league-one.jp/player/484482
Name: TAROU IDE (井手 太朗) | Team: ルリーロ福岡（2025-26） (league-one) | URL: https://league-one.jp/player/484946
Name: Kumpei Onishi (大西 訓平) | Team: 清水建設江東ブルーシャークス（2025-26） (league-one) | URL: https://league-one.jp/player/484245
Name: Hayato Yokoi (横井 隼) | Team: 花園近鉄ライナーズ（2025-26） (league-one) | URL: https://league-one.jp/player/484563
Name: Toshiki Sato (佐藤 俊輝) | Team: 狭山セコムラガッツ（2025-26） (league-one) | URL: https://league-one.jp/player/484136
Name: Kenji Nigara (二重 賢治) | Team: 中国電力レッドレグリオンズ（2025-26） (league-one) | URL: https://league-one.jp/player/484258
Name: Maito Matsuo (松尾 磨人) | Team: 清水建設江東ブルーシャークス（2025-26） (league-one) | URL: https://league-one.jp/player/484253
Name: YUUKI MITAMURA (三田村 裕城) | Team: ルリーロ福岡（2025-26） (league-one) | URL: https://league-one.jp/player/484921
Name: Haruki Miyata (宮田 悠暉) | Team: 中国電力レッドレグリオンズ（2025-26） (league-one) | URL: https://league-one.jp/player/484293
Name: Takehiro Kimura (木村 勇大) | Team: 中国電力レッドレグリオンズ（2025-26） (league-one) | URL: https://league-one.jp/player/484254
Name: Edward Quirk (エドワード カーク) | Team: 中国電力レッドレグリオンズ（2025-26） (league-one) | URL: https://league-one.jp/player/484287
Name: Riku Mizuno (水野 陸) | Team: 狭山セコムラガッツ（2025-26） (league-one) | URL: https://league-one.jp/player/484101
Name: Steven Cummins (スティーブン カミンズ) | Team: 浦安D-Rocks（2025-26） (league-one) | URL: https://league-one.jp/player/485710
Name: JAMES GRAYSON (ジェームス グレイソン) | Team: 三菱重工相模原ダイナボアーズ（2025-26） (league-one) | URL: https://league-one.jp/player/485067
Name: Ren Toma (當眞 蓮) | Team: 三重ホンダヒート（2025-26） (league-one) | URL: https://league-one.jp/player/484669
Name: Satoshi Ueda (上田 聖) | Team: 日本製鉄釜石シーウェイブス（2025-26） (league-one) | URL: https://league-one.jp/player/484489
Name: Curtis Reid (カーティス リード) | Team: 狭山セコムラガッツ（2025-26） (league-one) | URL: https://league-one.jp/player/484085
Name: Makoto Torikai (鳥飼 誠) | Team: 中国電力レッドレグリオンズ（2025-26） (league-one) | URL: https://league-one.jp/player/484281
Name: Riku Iwai (岩井 陸) | Team: 中国電力レッドレグリオンズ（2025-26） (league-one) | URL: https://league-one.jp/player/484294
Name: Taiki Miyashita (宮下 大輝) | Team: 花園近鉄ライナーズ（2025-26） (league-one) | URL: https://league-one.jp/player/484546
Name: TAKUTO KAJIWARA (梶原 拓人) | Team: ルリーロ福岡（2025-26） (league-one) | URL: https://league-one.jp/player/484944
Name: Asaeli Lausii (アサエリ ラウシー) | Team: 東芝ブレイブルーパス東京（2025-26） (league-one) | URL: https://league-one.jp/player/484353
Name: Naoki Ouno (王野 尚希) | Team: 日本製鉄釜石シーウェイブス（2025-26） (league-one) | URL: https://league-one.jp/player/484505
Name: Koki Saito (齋藤 弘毅) | Team: 日本製鉄釜石シーウェイブス（2025-26） (league-one) | URL: https://league-one.jp/player/484484
Name: DAISUKE FUJIKURA (藤倉 大介) | Team: ルリーロ福岡（2025-26） (league-one) | URL: https://league-one.jp/player/484923
Name: Tatsuya Hayashi (林 辰哉) | Team: 狭山セコムラガッツ（2025-26） (league-one) | URL: https://league-one.jp/player/484127
Name: SITALEKITAUFA MAKISI (シタレキタウファ マキシ) | Team: ルリーロ福岡（2025-26） (league-one) | URL: https://league-one.jp/player/484915
Name: Shunsuke Abe (安部 駿亮) | Team: レッドハリケーンズ大阪（2025-26） (league-one) | URL: https://league-one.jp/player/484983
Name: Gosuke Kawakami (川上 剛右) | Team: 日本製鉄釜石シーウェイブス（2025-26） (league-one) | URL: https://league-one.jp/player/484485
Name: Satoshi Hatazawa (畠澤 諭) | Team: 日本製鉄釜石シーウェイブス（2025-26） (league-one) | URL: https://league-one.jp/player/484488
Name: Takehiro Kitsuki (木付 丈博) | Team: 九州電力キューデンヴォルテクス（2025-26） (league-one) | URL: https://league-one.jp/player/483713
Name: Takumi Suzuki (鈴木 匠) | Team: 豊田自動織機シャトルズ愛知（2025-26） (league-one) | URL: https://league-one.jp/player/484428
Name: Riki Takebe (竹部 力) | Team: 九州電力キューデンヴォルテクス（2025-26） (league-one) | URL: https://league-one.jp/player/483730
