英語名,選手名,ポジション,所属チーム,身長,体重,生年月日,年齢,高校,大学,出身校・チーム歴(全文),カテゴリ,リーグワンキャップ数,URL,Text_Detail,キャリア遍歴,代表キャップ数,International_Caps,Scraped_Url,Full_Career,選手名_カタカナ
Damian MCKENZIE,Damian MCKENZIE,SO,Chiefs,177,81,1995.04.20,,,,,A,0,https://all.rugby/player/damian-mckenzie,,Chiefs (2014 - 2019) -> Waikato Mooloos (2019 - 2019) -> Chiefs (2020 - 2020) -> Waikato Mooloos (2020 - 2020) -> Chiefs (2020 - 2021) -> Tokyo Sungoliath (2021 - 2021) -> Waikato Mooloos (2021 - 2021) -> Tokyo Sungoliath (2022 - 2022) -> Waikato Mooloos (2022 - 2022) -> Chiefs (2022 - 2026),New Zealand,New Zealand,https://all.rugby/player/damian-mckenzie,Chiefs (2014 - 2019) -> Waikato Mooloos (2019 - 2019) -> Chiefs (2020 - 2020) -> Waikato Mooloos (2020 - 2020) -> Chiefs (2020 - 2021) -> Tokyo Sungoliath (2021 - 2021) -> Waikato Mooloos (2021 - 2021) -> Tokyo Sungoliath (2022 - 2022) -> Waikato Mooloos (2022 - 2022) -> Chiefs (2022 - 2026),ダミアン-マッケンジー
Josh JACOMB,Josh JACOMB,SO,Chiefs,179,90,2001.06.23,,,,,A,0,https://all.rugby/player/josh-jacomb,,Taranaki Bulls (2020 - 2023) -> Chiefs (2023 - 2023) -> Taranaki Bulls (2023 - 2023) -> Chiefs (2024 - 2024) -> Taranaki Bulls (2024 - 2024) -> Chiefs (2024 - 2024) -> Taranaki Bulls (2024 - 2024) -> Chiefs (2025 - 2025) -> Taranaki Bulls (2025 - 2025) -> Chiefs (2025 - 2026),,,https://all.rugby/player/josh-jacomb,Taranaki Bulls (2020 - 2023) -> Chiefs (2023 - 2023) -> Taranaki Bulls (2023 - 2023) -> Chiefs (2024 - 2024) -> Taranaki Bulls (2024 - 2024) -> Chiefs (2024 - 2024) -> Taranaki Bulls (2024 - 2024) -> Chiefs (2025 - 2025) -> Taranaki Bulls (2025 - 2025) -> Chiefs (2025 - 2026),ジョシュ・ジェイコム
Daniel RONA,Daniel RONA,CTB,Chiefs,187,91,2000.04.10,,,,,A,0,https://all.rugby/player/daniel-rona,,Taranaki Bulls (2019 - 2022) -> Chiefs (2022 - 2022) -> Taranaki Bulls (2022 - 2022) -> Chiefs (2023 - 2023) -> Taranaki Bulls (2023 - 2023) -> Chiefs (2023 - 2023) -> Taranaki Bulls (2023 - 2023) -> Chiefs (2024 - 2024) -> Taranaki Bulls (2024 - 2024) -> Chiefs (2024 - 2024) -> Taranaki Bulls (2024 - 2024) -> Chiefs (2025 - 2025) -> Taranaki Bulls (2025 - 2025) -> Chiefs (2025 - 2026),,,https://all.rugby/player/daniel-rona,Taranaki Bulls (2019 - 2022) -> Chiefs (2022 - 2022) -> Taranaki Bulls (2022 - 2022) -> Chiefs (2023 - 2023) -> Taranaki Bulls (2023 - 2023) -> Chiefs (2023 - 2023) -> Taranaki Bulls (2023 - 2023) -> Chiefs (2024 - 2024) -> Taranaki Bulls (2024 - 2024) -> Chiefs (2024 - 2024) -> Taranaki Bulls (2024 - 2024) -> Chiefs (2025 - 2025) -> Taranaki Bulls (2025 - 2025) -> Chiefs (2025 - 2026),ダニエル-ロナ
Kyle BROWN,Kyle BROWN,CTB,Chiefs,181,84,2002.08.03,,,,,A,0,https://all.rugby/player/kyle-brown,,Manawatu Turbos (2022 - 2024) -> Utah Warriors (2024 - 2024) -> Manawatu Turbos (2024 - 2024) -> Utah Warriors (2025 - 2025) -> Manawatu Turbos (2025 - 2025) -> Chiefs (2025 - 2026),,,https://all.rugby/player/kyle-brown,Manawatu Turbos (2022 - 2024) -> Utah Warriors (2024 - 2024) -> Manawatu Turbos (2024 - 2024) -> Utah Warriors (2025 - 2025) -> Manawatu Turbos (2025 - 2025) -> Chiefs (2025 - 2026),カイル・ブラウン
Lalakai FOKETI,Lalakai FOKETI,CTB,Chiefs,186,97,1994.12.22,,,,,A,0,https://all.rugby/player/lalakai-foketi,,Melbourne Rebels (2013 - 2014) -> Aviron Bayonnais (2014 - 2015) -> Bay of Plenty Steamers (2015 - 2016) -> New South Wales Waratahs (2017 - 2025) -> Chiefs (2025 - 2026),New Zealand,New Zealand,https://all.rugby/player/lalakai-foketi,Melbourne Rebels (2013 - 2014) -> Aviron Bayonnais (2014 - 2015) -> Bay of Plenty Steamers (2015 - 2016) -> New South Wales Waratahs (2017 - 2025) -> Chiefs (2025 - 2026),ララカイ・フォケティ
Quinn TUPAEA,Quinn TUPAEA,CTB,Chiefs,186,97,1999.05.10,,,,,A,0,https://all.rugby/player/quinn-tupaea,,Waikato Mooloos (2018 - 2019) -> Chiefs (2019 - 2019) -> Waikato Mooloos (2019 - 2019) -> Chiefs (2020 - 2020) -> Waikato Mooloos (2020 - 2020) -> Chiefs (2020 - 2020) -> Waikato Mooloos (2020 - 2020) -> Chiefs (2021 - 2021) -> Waikato Mooloos (2021 - 2021) -> Chiefs (2021 - 2022) -> Waikato Mooloos (2022 - 2022) -> Chiefs (2023 - 2023) -> Waikato Mooloos (2023 - 2023) -> Chiefs (2023 - 2023) -> Waikato Mooloos (2023 - 2023) -> Chiefs (2024 - 2024) -> Waikato Mooloos (2024 - 2024) -> Chiefs (2024 - 2026),,,https://all.rugby/player/quinn-tupaea,Waikato Mooloos (2018 - 2019) -> Chiefs (2019 - 2019) -> Waikato Mooloos (2019 - 2019) -> Chiefs (2020 - 2020) -> Waikato Mooloos (2020 - 2020) -> Chiefs (2020 - 2020) -> Waikato Mooloos (2020 - 2020) -> Chiefs (2021 - 2021) -> Waikato Mooloos (2021 - 2021) -> Chiefs (2021 - 2022) -> Waikato Mooloos (2022 - 2022) -> Chiefs (2023 - 2023) -> Waikato Mooloos (2023 - 2023) -> Chiefs (2023 - 2023) -> Waikato Mooloos (2023 - 2023) -> Chiefs (2024 - 2024) -> Waikato Mooloos (2024 - 2024) -> Chiefs (2024 - 2026),クイン・ツパエア
Emoni NARAWA,Emoni NARAWA,Winger,Chiefs,184,98,1999.07.13,,,,,A,0,https://all.rugby/player/emoni-narawa,,Bay of Plenty Steamers (2018 - 2019) -> Blues (2019 - 2019) -> Bay of Plenty Steamers (2019 - 2019) -> Blues (2020 - 2020) -> Bay of Plenty Steamers (2020 - 2020) -> Blues (2020 - 2020) -> Bay of Plenty Steamers (2020 - 2020) -> Blues (2021 - 2021) -> Bay of Plenty Steamers (2021 - 2021) -> Chiefs (2021 - 2021) -> Bay of Plenty Steamers (2021 - 2021) -> Chiefs (2022 - 2022) -> Bay of Plenty Steamers (2022 - 2022) -> Chiefs (2022 - 2023) -> Bay of Plenty Steamers (2023 - 2023) -> Chiefs (2024 - 2024) -> Bay of Plenty Steamers (2024 - 2024) -> Chiefs (2024 - 2024) -> Bay of Plenty Steamers (2024 - 2024) -> Chiefs (2025 - 2025) -> Bay of Plenty Steamers (2025 - 2025) -> Chiefs (2025 - 2026),,,https://all.rugby/player/emoni-narawa,Bay of Plenty Steamers (2018 - 2019) -> Blues (2019 - 2019) -> Bay of Plenty Steamers (2019 - 2019) -> Blues (2020 - 2020) -> Bay of Plenty Steamers (2020 - 2020) -> Blues (2020 - 2020) -> Bay of Plenty Steamers (2020 - 2020) -> Blues (2021 - 2021) -> Bay of Plenty Steamers (2021 - 2021) -> Chiefs (2021 - 2021) -> Bay of Plenty Steamers (2021 - 2021) -> Chiefs (2022 - 2022) -> Bay of Plenty Steamers (2022 - 2022) -> Chiefs (2022 - 2023) -> Bay of Plenty Steamers (2023 - 2023) -> Chiefs (2024 - 2024) -> Bay of Plenty Steamers (2024 - 2024) -> Chiefs (2024 - 2024) -> Bay of Plenty Steamers (2024 - 2024) -> Chiefs (2025 - 2025) -> Bay of Plenty Steamers (2025 - 2025) -> Chiefs (2025 - 2026),エモニ-ナラワ
Kyren TAUMOEFOLAU,Kyren TAUMOEFOLAU,Winger,Chiefs,187,95,2003.05.08,,,,,A,0,https://all.rugby/player/kyren-taumoefolau,,Moana Pasifika (2022 - 2023) -> Tasman Mako (2023 - 2023) -> Moana Pasifika (2024 - 2024) -> Tasman Mako (2024 - 2024) -> Moana Pasifika (2024 - 2024) -> Tasman Mako (2024 - 2024) -> Moana Pasifika (2025 - 2025) -> Tasman Mako (2025 - 2025) -> Chiefs (2025 - 2026),Tonga,Tonga,https://all.rugby/player/kyren-taumoefolau,Moana Pasifika (2022 - 2023) -> Tasman Mako (2023 - 2023) -> Moana Pasifika (2024 - 2024) -> Tasman Mako (2024 - 2024) -> Moana Pasifika (2024 - 2024) -> Tasman Mako (2024 - 2024) -> Moana Pasifika (2025 - 2025) -> Tasman Mako (2025 - 2025) -> Chiefs (2025 - 2026),カイレン・タウモエフォラウ
Leroy CARTER,Leroy CARTER,Winger,Chiefs,176,86,1999.02.24,,,,,A,0,https://all.rugby/player/leroy-carter,,Bay of Plenty Steamers (2018 - 2019) -> Chiefs (2019 - 2019) -> Bay of Plenty Steamers (2019 - 2019) -> Chiefs (2020 - 2020) -> Bay of Plenty Steamers (2020 - 2024) -> Chiefs (2024 - 2024) -> Bay of Plenty Steamers (2024 - 2024) -> Chiefs (2025 - 2025) -> Bay of Plenty Steamers (2025 - 2025) -> Chiefs (2025 - 2026),,,https://all.rugby/player/leroy-carter,Bay of Plenty Steamers (2018 - 2019) -> Chiefs (2019 - 2019) -> Bay of Plenty Steamers (2019 - 2019) -> Chiefs (2020 - 2020) -> Bay of Plenty Steamers (2020 - 2024) -> Chiefs (2024 - 2024) -> Bay of Plenty Steamers (2024 - 2024) -> Chiefs (2025 - 2025) -> Bay of Plenty Steamers (2025 - 2025) -> Chiefs (2025 - 2026),ルロイ・カーター
Liam COOMBES-FABLING,Liam COOMBES-FABLING,Winger,Chiefs,180,86,1998.07.07,,,,,A,0,https://all.rugby/player/liam-coombes-fabling,,Waikato Mooloos (2019 - 2021) -> Highlanders (2021 - 2021) -> Waikato Mooloos (2021 - 2021) -> Highlanders (2022 - 2022) -> Waikato Mooloos (2022 - 2022) -> Chiefs (2022 - 2022) -> Waikato Mooloos (2022 - 2022) -> Chiefs (2023 - 2023) -> Waikato Mooloos (2023 - 2023) -> Chiefs (2023 - 2024) -> Waikato Mooloos (2024 - 2024) -> Chiefs (2025 - 2025) -> Waikato Mooloos (2025 - 2025) -> Chiefs (2025 - 2026),,,https://all.rugby/player/liam-coombes-fabling,Waikato Mooloos (2019 - 2021) -> Highlanders (2021 - 2021) -> Waikato Mooloos (2021 - 2021) -> Highlanders (2022 - 2022) -> Waikato Mooloos (2022 - 2022) -> Chiefs (2022 - 2022) -> Waikato Mooloos (2022 - 2022) -> Chiefs (2023 - 2023) -> Waikato Mooloos (2023 - 2023) -> Chiefs (2023 - 2024) -> Waikato Mooloos (2024 - 2024) -> Chiefs (2025 - 2025) -> Waikato Mooloos (2025 - 2025) -> Chiefs (2025 - 2026),リアム・クームズ＝フェイブリング
Etene NANAI-SETURO,Etene NANAI-SETURO,FB,Chiefs,183,92,1999.08.20,,,,,A,0,https://all.rugby/player/etene-nanai-seturo,,Chiefs (2018 - 2019) -> Counties Manukau Steelers (2019 - 2019) -> Chiefs (2020 - 2020) -> Counties Manukau Steelers (2020 - 2020) -> Chiefs (2020 - 2021) -> Counties Manukau Steelers (2021 - 2021) -> Chiefs (2022 - 2022) -> Counties Manukau Steelers (2022 - 2022) -> Chiefs (2022 - 2022) -> Counties Manukau Steelers (2022 - 2022) -> Chiefs (2023 - 2023) -> Counties Manukau Steelers (2023 - 2023) -> Chiefs (2023 - 2023) -> Counties Manukau Steelers (2023 - 2023) -> Chiefs (2024 - 2024) -> Counties Manukau Steelers (2024 - 2024) -> Chiefs (2024 - 2024) -> Counties Manukau Steelers (2024 - 2024) -> Chiefs (2025 - 2025) -> Counties Manukau Steelers (2025 - 2025) -> Chiefs (2025 - 2026),,,https://all.rugby/player/etene-nanai-seturo,Chiefs (2018 - 2019) -> Counties Manukau Steelers (2019 - 2019) -> Chiefs (2020 - 2020) -> Counties Manukau Steelers (2020 - 2020) -> Chiefs (2020 - 2021) -> Counties Manukau Steelers (2021 - 2021) -> Chiefs (2022 - 2022) -> Counties Manukau Steelers (2022 - 2022) -> Chiefs (2022 - 2022) -> Counties Manukau Steelers (2022 - 2022) -> Chiefs (2023 - 2023) -> Counties Manukau Steelers (2023 - 2023) -> Chiefs (2023 - 2023) -> Counties Manukau Steelers (2023 - 2023) -> Chiefs (2024 - 2024) -> Counties Manukau Steelers (2024 - 2024) -> Chiefs (2024 - 2024) -> Counties Manukau Steelers (2024 - 2024) -> Chiefs (2025 - 2025) -> Counties Manukau Steelers (2025 - 2025) -> Chiefs (2025 - 2026),エテネ-ナナイ＝セツロ
Isaac HUTCHINSON,Isaac HUTCHINSON,FB,Chiefs,180,93,2004.03.02,,,,,A,0,https://all.rugby/player/isaac-hutchinson,,Canterbury (2022 - 2023) -> Crusaders (2023 - 2023) -> Canterbury (2023 - 2023) -> Crusaders (2024 - 2024) -> Canterbury (2024 - 2025) -> Chiefs (2025 - 2026),,,https://all.rugby/player/isaac-hutchinson,Canterbury (2022 - 2023) -> Crusaders (2023 - 2023) -> Canterbury (2023 - 2023) -> Crusaders (2024 - 2024) -> Canterbury (2024 - 2025) -> Chiefs (2025 - 2026),アイザック-ハッチンソン
Tepaea COOK-SAVAGE,Tepaea COOK-SAVAGE,FB,Chiefs,173,83,2001.08.02,,,,,A,0,https://all.rugby/player/tepaea-cook-savage,,Waikato Mooloos (2020 - 2025) -> Chiefs (2025 - 2026),,,https://all.rugby/player/tepaea-cook-savage,Waikato Mooloos (2020 - 2025) -> Chiefs (2025 - 2026),テパエア・クック＝サヴェージ
Pasilio TOSI,Pasilio TOSI,PR,Hurricanes,193,145,1998.07.18,,,,,A,0,https://all.rugby/player/pasilio-tosi,,Southland Stags (2019 - 2020) -> Bay of Plenty Steamers (2020 - 2021) -> Hurricanes (2021 - 2021) -> Bay of Plenty Steamers (2021 - 2021) -> Hurricanes (2022 - 2022) -> Bay of Plenty Steamers (2022 - 2022) -> Hurricanes (2022 - 2022) -> Bay of Plenty Steamers (2022 - 2022) -> Hurricanes (2023 - 2023) -> Bay of Plenty Steamers (2023 - 2023) -> Hurricanes (2023 - 2023) -> Bay of Plenty Steamers (2023 - 2023) -> Hurricanes (2024 - 2024) -> Bay of Plenty Steamers (2024 - 2024) -> Hurricanes (2024 - 2024) -> Bay of Plenty Steamers (2024 - 2024) -> Hurricanes (2025 - 2025) -> Bay of Plenty Steamers (2025 - 2025) -> Hurricanes (2025 - 2026),New Zealand,New Zealand,https://all.rugby/player/pasilio-tosi,Southland Stags (2019 - 2020) -> Bay of Plenty Steamers (2020 - 2021) -> Hurricanes (2021 - 2021) -> Bay of Plenty Steamers (2021 - 2021) -> Hurricanes (2022 - 2022) -> Bay of Plenty Steamers (2022 - 2022) -> Hurricanes (2022 - 2022) -> Bay of Plenty Steamers (2022 - 2022) -> Hurricanes (2023 - 2023) -> Bay of Plenty Steamers (2023 - 2023) -> Hurricanes (2023 - 2023) -> Bay of Plenty Steamers (2023 - 2023) -> Hurricanes (2024 - 2024) -> Bay of Plenty Steamers (2024 - 2024) -> Hurricanes (2024 - 2024) -> Bay of Plenty Steamers (2024 - 2024) -> Hurricanes (2025 - 2025) -> Bay of Plenty Steamers (2025 - 2025) -> Hurricanes (2025 - 2026),パシリオ・トシ
Pouri RAKETE-STONES,Pouri RAKETE-STONES,PR,Hurricanes,183,124,1997.06.17,,,,,A,0,https://all.rugby/player/pouri-rakete-stones,,Hawke's Bay Magpies (2017 - 2019) -> Hurricanes (2019 - 2019) -> Hawke's Bay Magpies (2019 - 2019) -> Hurricanes (2020 - 2020) -> Hawke's Bay Magpies (2020 - 2020) -> Hurricanes (2020 - 2020) -> Hawke's Bay Magpies (2020 - 2020) -> Hurricanes (2021 - 2021) -> Hawke's Bay Magpies (2021 - 2021) -> Hurricanes (2021 - 2021) -> Hawke's Bay Magpies (2021 - 2021) -> Hurricanes (2022 - 2022) -> Hawke's Bay Magpies (2022 - 2022) -> Hurricanes (2022 - 2022) -> Hawke's Bay Magpies (2022 - 2022) -> Hurricanes (2023 - 2023) -> Hawke's Bay Magpies (2023 - 2023) -> Hurricanes (2023 - 2023) -> Hawke's Bay Magpies (2023 - 2023) -> Hurricanes (2024 - 2024) -> Hawke's Bay Magpies (2024 - 2024) -> Hurricanes (2024 - 2024) -> Hawke's Bay Magpies (2024 - 2024) -> Hurricanes (2025 - 2025) -> Hawke's Bay Magpies (2025 - 2025) -> Hurricanes (2025 - 2026),,,https://all.rugby/player/pouri-rakete-stones,Hawke's Bay Magpies (2017 - 2019) -> Hurricanes (2019 - 2019) -> Hawke's Bay Magpies (2019 - 2019) -> Hurricanes (2020 - 2020) -> Hawke's Bay Magpies (2020 - 2020) -> Hurricanes (2020 - 2020) -> Hawke's Bay Magpies (2020 - 2020) -> Hurricanes (2021 - 2021) -> Hawke's Bay Magpies (2021 - 2021) -> Hurricanes (2021 - 2021) -> Hawke's Bay Magpies (2021 - 2021) -> Hurricanes (2022 - 2022) -> Hawke's Bay Magpies (2022 - 2022) -> Hurricanes (2022 - 2022) -> Hawke's Bay Magpies (2022 - 2022) -> Hurricanes (2023 - 2023) -> Hawke's Bay Magpies (2023 - 2023) -> Hurricanes (2023 - 2023) -> Hawke's Bay Magpies (2023 - 2023) -> Hurricanes (2024 - 2024) -> Hawke's Bay Magpies (2024 - 2024) -> Hurricanes (2024 - 2024) -> Hawke's Bay Magpies (2024 - 2024) -> Hurricanes (2025 - 2025) -> Hawke's Bay Magpies (2025 - 2025) -> Hurricanes (2025 - 2026),ポウリ・ラケテ＝ストーンズ
Siale LAUAKI,Siale LAUAKI,PR,Hurricanes,194,125,2003.05.30,,,,,A,0,https://all.rugby/player/siale-lauaki,,Wellington Lions (2021 - 2023) -> Hurricanes (2023 - 2023) -> Wellington Lions (2023 - 2023) -> Hurricanes (2024 - 2024) -> Wellington Lions (2024 - 2024) -> Hurricanes (2024 - 2024) -> Wellington Lions (2024 - 2024) -> Hurricanes (2025 - 2025) -> Wellington Lions (2025 - 2025) -> Hurricanes (2025 - 2026),,,https://all.rugby/player/siale-lauaki,Wellington Lions (2021 - 2023) -> Hurricanes (2023 - 2023) -> Wellington Lions (2023 - 2023) -> Hurricanes (2024 - 2024) -> Wellington Lions (2024 - 2024) -> Hurricanes (2024 - 2024) -> Wellington Lions (2024 - 2024) -> Hurricanes (2025 - 2025) -> Wellington Lions (2025 - 2025) -> Hurricanes (2025 - 2026),シアレ・ラウアキ
Tevita MAFILEO,Tevita MAFILEO,PR,Hurricanes,188,125,1998.02.04,,,,,A,0,https://all.rugby/player/tevita-mafileo,,Chiefs (2018 - 2019) -> Hurricanes (2019 - 2019) -> Bay of Plenty Steamers (2019 - 2019) -> Hurricanes (2020 - 2020) -> Bay of Plenty Steamers (2020 - 2020) -> Hurricanes (2020 - 2020) -> Bay of Plenty Steamers (2020 - 2020) -> Hurricanes (2021 - 2021) -> Bay of Plenty Steamers (2021 - 2021) -> Hurricanes (2021 - 2021) -> Bay of Plenty Steamers (2021 - 2021) -> Hurricanes (2022 - 2022) -> Bay of Plenty Steamers (2022 - 2022) -> Hurricanes (2022 - 2022) -> North Harbour (2022 - 2022) -> Hurricanes (2023 - 2023) -> North Harbour (2023 - 2023) -> Hurricanes (2023 - 2023) -> North Harbour (2023 - 2023) -> Hurricanes (2024 - 2024) -> North Harbour (2024 - 2024) -> Hurricanes (2024 - 2024) -> Bay of Plenty Steamers (2024 - 2024) -> Hurricanes (2025 - 2025) -> Bay of Plenty Steamers (2025 - 2025) -> Hurricanes (2025 - 2026),,,https://all.rugby/player/tevita-mafileo,Chiefs (2018 - 2019) -> Hurricanes (2019 - 2019) -> Bay of Plenty Steamers (2019 - 2019) -> Hurricanes (2020 - 2020) -> Bay of Plenty Steamers (2020 - 2020) -> Hurricanes (2020 - 2020) -> Bay of Plenty Steamers (2020 - 2020) -> Hurricanes (2021 - 2021) -> Bay of Plenty Steamers (2021 - 2021) -> Hurricanes (2021 - 2021) -> Bay of Plenty Steamers (2021 - 2021) -> Hurricanes (2022 - 2022) -> Bay of Plenty Steamers (2022 - 2022) -> Hurricanes (2022 - 2022) -> North Harbour (2022 - 2022) -> Hurricanes (2023 - 2023) -> North Harbour (2023 - 2023) -> Hurricanes (2023 - 2023) -> North Harbour (2023 - 2023) -> Hurricanes (2024 - 2024) -> North Harbour (2024 - 2024) -> Hurricanes (2024 - 2024) -> Bay of Plenty Steamers (2024 - 2024) -> Hurricanes (2025 - 2025) -> Bay of Plenty Steamers (2025 - 2025) -> Hurricanes (2025 - 2026),テヴィタ・マフィレオ
Tyrel LOMAX,Tyrel LOMAX,PR,Hurricanes,192,129,1996.06.01,,,,,A,0,https://all.rugby/player/tyrel-lomax,,Melbourne Rebels (2016 - 2017) -> Highlanders (2017 - 2019) -> Hurricanes (2019 - 2019) -> Tasman Mako (2019 - 2019) -> Hurricanes (2020 - 2020) -> Tasman Mako (2020 - 2020) -> Hurricanes (2020 - 2020) -> Tasman Mako (2020 - 2020) -> Hurricanes (2021 - 2021) -> Tasman Mako (2021 - 2021) -> Hurricanes (2021 - 2026),Australia,Australia,https://all.rugby/player/tyrel-lomax,Melbourne Rebels (2016 - 2017) -> Highlanders (2017 - 2019) -> Hurricanes (2019 - 2019) -> Tasman Mako (2019 - 2019) -> Hurricanes (2020 - 2020) -> Tasman Mako (2020 - 2020) -> Hurricanes (2020 - 2020) -> Tasman Mako (2020 - 2020) -> Hurricanes (2021 - 2021) -> Tasman Mako (2021 - 2021) -> Hurricanes (2021 - 2026),タイレル・ロマックス
Xavier NUMIA,Xavier NUMIA,PR,Hurricanes,189,116,1998.11.29,,,,,A,0,https://all.rugby/player/xavier-numia,,Hurricanes (2018 - 2019) -> Wellington Lions (2019 - 2019) -> Hurricanes (2020 - 2020) -> Wellington Lions (2020 - 2020) -> Hurricanes (2020 - 2020) -> Wellington Lions (2020 - 2020) -> Hurricanes (2021 - 2021) -> Wellington Lions (2021 - 2021) -> Hurricanes (2021 - 2021) -> Wellington Lions (2021 - 2021) -> Hurricanes (2022 - 2022) -> Wellington Lions (2022 - 2022) -> Hurricanes (2022 - 2022) -> Wellington Lions (2022 - 2022) -> Hurricanes (2023 - 2023) -> Wellington Lions (2023 - 2023) -> Hurricanes (2023 - 2023) -> Wellington Lions (2023 - 2023) -> Hurricanes (2024 - 2024) -> Wellington Lions (2024 - 2024) -> Hurricanes (2024 - 2024) -> Wellington Lions (2024 - 2024) -> Hurricanes (2025 - 2025) -> Wellington Lions (2025 - 2025) -> Hurricanes (2025 - 2026),,,https://all.rugby/player/xavier-numia,Hurricanes (2018 - 2019) -> Wellington Lions (2019 - 2019) -> Hurricanes (2020 - 2020) -> Wellington Lions (2020 - 2020) -> Hurricanes (2020 - 2020) -> Wellington Lions (2020 - 2020) -> Hurricanes (2021 - 2021) -> Wellington Lions (2021 - 2021) -> Hurricanes (2021 - 2021) -> Wellington Lions (2021 - 2021) -> Hurricanes (2022 - 2022) -> Wellington Lions (2022 - 2022) -> Hurricanes (2022 - 2022) -> Wellington Lions (2022 - 2022) -> Hurricanes (2023 - 2023) -> Wellington Lions (2023 - 2023) -> Hurricanes (2023 - 2023) -> Wellington Lions (2023 - 2023) -> Hurricanes (2024 - 2024) -> Wellington Lions (2024 - 2024) -> Hurricanes (2024 - 2024) -> Wellington Lions (2024 - 2024) -> Hurricanes (2025 - 2025) -> Wellington Lions (2025 - 2025) -> Hurricanes (2025 - 2026),ザビエル・ヌミア
Asafo AUMUA,Asafo AUMUA,HO,Hurricanes,177,112,1997.05.05,,,,,A,0,https://all.rugby/player/asafo-aumua,,Hurricanes (2017 - 2019) -> Wellington Lions (2019 - 2019) -> Hurricanes (2020 - 2020) -> Wellington Lions (2020 - 2020) -> Hurricanes (2020 - 2020) -> Wellington Lions (2020 - 2020) -> Hurricanes (2021 - 2021) -> Wellington Lions (2021 - 2021) -> Hurricanes (2021 - 2021) -> Wellington Lions (2021 - 2021) -> Hurricanes (2022 - 2022) -> Wellington Lions (2022 - 2022) -> Hurricanes (2022 - 2022) -> Wellington Lions (2022 - 2022) -> Hurricanes (2023 - 2023) -> Wellington Lions (2023 - 2023) -> Hurricanes (2023 - 2023) -> Wellington Lions (2023 - 2023) -> Hurricanes (2024 - 2024) -> Wellington Lions (2024 - 2024) -> Hurricanes (2024 - 2024) -> Wellington Lions (2024 - 2024) -> Hurricanes (2025 - 2025) -> Wellington Lions (2025 - 2025) -> Hurricanes (2025 - 2026),New Zealand,New Zealand,https://all.rugby/player/asafo-aumua,Hurricanes (2017 - 2019) -> Wellington Lions (2019 - 2019) -> Hurricanes (2020 - 2020) -> Wellington Lions (2020 - 2020) -> Hurricanes (2020 - 2020) -> Wellington Lions (2020 - 2020) -> Hurricanes (2021 - 2021) -> Wellington Lions (2021 - 2021) -> Hurricanes (2021 - 2021) -> Wellington Lions (2021 - 2021) -> Hurricanes (2022 - 2022) -> Wellington Lions (2022 - 2022) -> Hurricanes (2022 - 2022) -> Wellington Lions (2022 - 2022) -> Hurricanes (2023 - 2023) -> Wellington Lions (2023 - 2023) -> Hurricanes (2023 - 2023) -> Wellington Lions (2023 - 2023) -> Hurricanes (2024 - 2024) -> Wellington Lions (2024 - 2024) -> Hurricanes (2024 - 2024) -> Wellington Lions (2024 - 2024) -> Hurricanes (2025 - 2025) -> Wellington Lions (2025 - 2025) -> Hurricanes (2025 - 2026),アサフォ-アウムア
Jacob DEVERY,Jacob DEVERY,HO,Hurricanes,180,105,1998.10.21,,,,,A,0,https://all.rugby/player/jacob-devery,,Hawke's Bay Magpies (2016 - 2021) -> Hurricanes (2021 - 2022) -> Hawke's Bay Magpies (2022 - 2022) -> Hurricanes (2023 - 2023) -> Hawke's Bay Magpies (2023 - 2023) -> Hurricanes (2023 - 2023) -> Hawke's Bay Magpies (2023 - 2023) -> Hurricanes (2024 - 2024) -> Hawke's Bay Magpies (2024 - 2024) -> Hurricanes (2024 - 2024) -> Hawke's Bay Magpies (2024 - 2024) -> Hurricanes (2025 - 2025) -> Hawke's Bay Magpies (2025 - 2025) -> Hurricanes (2025 - 2026),,,https://all.rugby/player/jacob-devery,Hawke's Bay Magpies (2016 - 2021) -> Hurricanes (2021 - 2022) -> Hawke's Bay Magpies (2022 - 2022) -> Hurricanes (2023 - 2023) -> Hawke's Bay Magpies (2023 - 2023) -> Hurricanes (2023 - 2023) -> Hawke's Bay Magpies (2023 - 2023) -> Hurricanes (2024 - 2024) -> Hawke's Bay Magpies (2024 - 2024) -> Hurricanes (2024 - 2024) -> Hawke's Bay Magpies (2024 - 2024) -> Hurricanes (2025 - 2025) -> Hawke's Bay Magpies (2025 - 2025) -> Hurricanes (2025 - 2026),ジェイコブ-デヴェリー
