英語名,選手名,ポジション,所属チーム,身長,体重,生年月日,年齢,高校,大学,出身校・チーム歴(全文),カテゴリ,URL,キャリア遍歴,代表キャップ数,International_Caps,Scraped_Url,Full_Career
Ryan JONES,Ryan JONES,Back row,Dragons,182,93,2006..,,,,,A,https://all.rugby/player/ryan-jones-2006,Dragons RFC (2024 - 2026),,,https://all.rugby/player/ryan-jones-2006,Dragons RFC (2024 - 2026)
Carter PRITCHARD,Carter PRITCHARD,SH,Dragons,173,74,2007..,,,,,A,https://all.rugby/player/carter-pritchard,Dragons RFC (2025 - 2026),,,https://all.rugby/player/carter-pritchard,Dragons RFC (2025 - 2026)
Logan FRANKLIN,Logan FRANKLIN,SH,Dragons,178,81,2005..,,,,,A,https://all.rugby/player/logan-franklin,Dragons RFC (2024 - 2026),,,https://all.rugby/player/logan-franklin,Dragons RFC (2024 - 2026)
Harri FORD,Harri FORD,SO,Dragons,180,74,2005..,,,,,A,https://all.rugby/player/harri-ford,RGC 1404 (2023 - 2024) -> Dragons RFC (2024 - 2026),,,https://all.rugby/player/harri-ford,RGC 1404 (2023 - 2024) -> Dragons RFC (2024 - 2026)
Morgan CARTER,Morgan CARTER,CTB,Dragons,,,2004.01.08,,,,,A,https://all.rugby/player/morgan-carter,Dragons RFC (2025 - 2026),,,https://all.rugby/player/morgan-carter,Dragons RFC (2025 - 2026)
Harry REES-WELDON,Harry REES-WELDON,Winger,Dragons,186,100,2005..,,,,,A,https://all.rugby/player/harry-rees-weldon,Dragons RFC (2023 - 2026),,,https://all.rugby/player/harry-rees-weldon,Dragons RFC (2023 - 2026)
Oli WOODMAN,Oli WOODMAN,FB,Dragons,188,98,2005..,,,,,A,https://all.rugby/player/oli-woodman,Dragons RFC (2023 - 2026),,,https://all.rugby/player/oli-woodman,Dragons RFC (2023 - 2026)
Alec HEPBURN,Alec HEPBURN,PR,Scarlets,186,114,1993.03.30,,,,,A,https://all.rugby/player/alec-hepburn,Exeter Chiefs (2014 - 2024) -> Scarlets (2024 - 2026),Australia,Australia,https://all.rugby/player/alec-hepburn,Exeter Chiefs (2014 - 2024) -> Scarlets (2024 - 2026)
Archer HOLZ,Archer HOLZ,PR,Scarlets,189,128,2000.03.01,,,,,A,https://all.rugby/player/archer-holz,Eastern Suburbs RFC (2019 - 2020) -> Brumbies (2020 - 2021) -> New South Wales Waratahs (2021 - 2023) -> Stade Rochelais (2023 - 2023) -> New South Wales Waratahs (2023 - 2023) -> Stade Rochelais (2024 - 2024) -> New South Wales Waratahs (2024 - 2024) -> Scarlets (2024 - 2026),,,https://all.rugby/player/archer-holz,Eastern Suburbs RFC (2019 - 2020) -> Brumbies (2020 - 2021) -> New South Wales Waratahs (2021 - 2023) -> Stade Rochelais (2023 - 2023) -> New South Wales Waratahs (2023 - 2023) -> Stade Rochelais (2024 - 2024) -> New South Wales Waratahs (2024 - 2024) -> Scarlets (2024 - 2026)
Harri O'CONNOR,Harri O'CONNOR,PR,Scarlets,182,118,2000.10.25,,,,,A,https://all.rugby/player/harri-o-connor,Bath Rugby (2018 - 2019) -> Scarlets (2019 - 2026),England,England,https://all.rugby/player/harri-o-connor,Bath Rugby (2018 - 2019) -> Scarlets (2019 - 2026)
Henry THOMAS,Henry THOMAS,PR,Scarlets,188,120,1991.10.30,,,,,A,https://all.rugby/player/henry-thomas,Sale Sharks (2013 - 2014) -> Bath Rugby (2014 - 2021) -> Montpellier Hérault Rugby (2021 - 2023) -> Castres Olympique (2023 - 2023) -> Montpellier Hérault Rugby (2024 - 2024) -> Castres Olympique (2024 - 2024) -> Scarlets (2024 - 2026),England,England,https://all.rugby/player/henry-thomas,Sale Sharks (2013 - 2014) -> Bath Rugby (2014 - 2021) -> Montpellier Hérault Rugby (2021 - 2023) -> Castres Olympique (2023 - 2023) -> Montpellier Hérault Rugby (2024 - 2024) -> Castres Olympique (2024 - 2024) -> Scarlets (2024 - 2026)
Kemsley MATHIAS,Kemsley MATHIAS,PR,Scarlets,185,121,1999.07.29,,,,,A,https://all.rugby/player/kemsley-mathias,Scarlets (2018 - 2026),Wales,Wales,https://all.rugby/player/kemsley-mathias,Scarlets (2018 - 2026)
Sam O'CONNOR,Sam O'CONNOR,PR,Scarlets,185,117,2001.12.11,,,,,A,https://all.rugby/player/sam-o-connor,Scarlets (2021 - 2026),,,https://all.rugby/player/sam-o-connor,Scarlets (2021 - 2026)
Kirby MYHILL,Kirby MYHILL,HO,Scarlets,183,108,1992.02.05,,,,,A,https://all.rugby/player/kirby-myhill,Scarlets (2013 - 2016) -> Cardiff Rugby (2016 - 2023) -> Miami Sharks (2023 - 2025) -> Scarlets (2025 - 2026),,,https://all.rugby/player/kirby-myhill,Scarlets (2013 - 2016) -> Cardiff Rugby (2016 - 2023) -> Miami Sharks (2023 - 2025) -> Scarlets (2025 - 2026)
Marnus VAN DER MERWE,Marnus VAN DER MERWE,HO,Scarlets,186,115,1997.02.17,,,,,A,https://all.rugby/player/marnus-van-der-merwe,Central Cheetahs (2018 - 2020) -> Free State Cheetahs (2020 - 2022) -> Central Cheetahs (2022 - 2023) -> Ospreys (2023 - 2023) -> Central Cheetahs (2023 - 2023) -> Ospreys (2024 - 2024) -> Central Cheetahs (2024 - 2024) -> Scarlets (2024 - 2026),,,https://all.rugby/player/marnus-van-der-merwe,Central Cheetahs (2018 - 2020) -> Free State Cheetahs (2020 - 2022) -> Central Cheetahs (2022 - 2023) -> Ospreys (2023 - 2023) -> Central Cheetahs (2023 - 2023) -> Ospreys (2024 - 2024) -> Central Cheetahs (2024 - 2024) -> Scarlets (2024 - 2026)
Ryan ELIAS,Ryan ELIAS,HO,Scarlets,188,115,1995.01.07,,,,,A,https://all.rugby/player/ryan-elias,Scarlets (2014 - 2026),Wales,Wales,https://all.rugby/player/ryan-elias,Scarlets (2014 - 2026)
Jac PRICE,Jac PRICE,LO,Scarlets,198,115,2000.08.04,,,,,A,https://all.rugby/player/jac-price-2000,Scarlets (2018 - 2026),,,https://all.rugby/player/jac-price-2000,Scarlets (2018 - 2026)
Jake BALL,Jake BALL,LO,Scarlets,200,121,1991.06.21,,,,,A,https://all.rugby/player/jake-ball,Scarlets (2013 - 2021) -> Green Rockets Tokatsu (2021 - 2025) -> Scarlets (2025 - 2026),England,England,https://all.rugby/player/jake-ball,Scarlets (2013 - 2021) -> Green Rockets Tokatsu (2021 - 2025) -> Scarlets (2025 - 2026)
Max DOUGLAS,Max DOUGLAS,LO,Scarlets,200,112,2000.01.01,,,,,A,https://all.rugby/player/max-douglas,Manly Marlins (2018 - 2019) -> New South Wales Waratahs (2019 - 2021) -> Manly Marlins (2021 - 2021) -> New South Wales Waratahs (2022 - 2022) -> Manly Marlins (2022 - 2022) -> Yokohama Canon Eagles (2022 - 2024) -> Scarlets (2024 - 2026),,,https://all.rugby/player/max-douglas,Manly Marlins (2018 - 2019) -> New South Wales Waratahs (2019 - 2021) -> Manly Marlins (2021 - 2021) -> New South Wales Waratahs (2022 - 2022) -> Manly Marlins (2022 - 2022) -> Yokohama Canon Eagles (2022 - 2024) -> Scarlets (2024 - 2026)
Sam LOUSI,Sam LOUSI,LO,Scarlets,198,121,1991.07.20,,,,,A,https://all.rugby/player/sam-lousi,New South Wales Waratahs (2014 - 2016) -> Hurricanes (2016 - 2019) -> Scarlets (2019 - 2026),New Zealand,New Zealand,https://all.rugby/player/sam-lousi,New South Wales Waratahs (2014 - 2016) -> Hurricanes (2016 - 2019) -> Scarlets (2019 - 2026)
Taine PLUMTREE,Taine PLUMTREE,LO,Scarlets,195,108,2000.03.09,,,,,A,https://all.rugby/player/taine-plumtree,Wellington Lions (2019 - 2020) -> Blues (2020 - 2020) -> Wellington Lions (2020 - 2020) -> Blues (2021 - 2021) -> Wellington Lions (2021 - 2021) -> Blues (2021 - 2021) -> Wellington Lions (2021 - 2021) -> Blues (2022 - 2022) -> Wellington Lions (2022 - 2022) -> Blues (2022 - 2023) -> Scarlets (2023 - 2026),New Zealand,New Zealand,https://all.rugby/player/taine-plumtree,Wellington Lions (2019 - 2020) -> Blues (2020 - 2020) -> Wellington Lions (2020 - 2020) -> Blues (2021 - 2021) -> Wellington Lions (2021 - 2021) -> Blues (2021 - 2021) -> Wellington Lions (2021 - 2021) -> Blues (2022 - 2022) -> Wellington Lions (2022 - 2022) -> Blues (2022 - 2023) -> Scarlets (2023 - 2026)
Ben WILLIAMS,Ben WILLIAMS,Back row,Scarlets,188,108,2002.04.23,,,,,A,https://all.rugby/player/ben-williams-14088,Aberavon RFC (2021 - 2022) -> Scarlets (2022 - 2026),,,https://all.rugby/player/ben-williams-14088,Aberavon RFC (2021 - 2022) -> Scarlets (2022 - 2026)
Dan DAVIS,Dan DAVIS,Back row,Scarlets,182,101,1998.09.17,,,,,A,https://all.rugby/player/dan-davis,Scarlets (2017 - 2026),,,https://all.rugby/player/dan-davis,Scarlets (2017 - 2026)
Fletcher ANDERSON,Fletcher ANDERSON,Back row,Scarlets,187,109,2002.12.27,,,,,A,https://all.rugby/player/fletcher-anderson,Tasman Mako (2021 - 2022) -> Crusaders (2022 - 2023) -> Tasman Mako (2023 - 2023) -> Crusaders (2024 - 2024) -> Tasman Mako (2024 - 2024) -> Crusaders (2024 - 2024) -> Tasman Mako (2024 - 2024) -> Crusaders (2025 - 2025) -> Tasman Mako (2025 - 2025) -> Scarlets (2025 - 2026),,,https://all.rugby/player/fletcher-anderson,Tasman Mako (2021 - 2022) -> Crusaders (2022 - 2023) -> Tasman Mako (2023 - 2023) -> Crusaders (2024 - 2024) -> Tasman Mako (2024 - 2024) -> Crusaders (2024 - 2024) -> Tasman Mako (2024 - 2024) -> Crusaders (2025 - 2025) -> Tasman Mako (2025 - 2025) -> Scarlets (2025 - 2026)
Jarrod TAYLOR,Jarrod TAYLOR,Back row,Scarlets,188,100,2001.02.15,,,,,A,https://all.rugby/player/jarrod-taylor,Western Province (2021 - 2023) -> Stormers (2023 - 2023) -> Scarlets (2023 - 2023) -> Stormers (2024 - 2024) -> Scarlets (2024 - 2026),,,https://all.rugby/player/jarrod-taylor,Western Province (2021 - 2023) -> Stormers (2023 - 2023) -> Scarlets (2023 - 2023) -> Stormers (2024 - 2024) -> Scarlets (2024 - 2026)
Josh MACLEOD,Josh MACLEOD,Back row,Scarlets,189,110,1996.10.27,,,,,A,https://all.rugby/player/josh-macleod,Scarlets (2016 - 2026),,,https://all.rugby/player/josh-macleod,Scarlets (2016 - 2026)
Tristan DAVIES,Tristan DAVIES,Back row,Scarlets,193,104,2001.09.30,,,,,A,https://all.rugby/player/tristan-davies,Ospreys (2020 - 2023) -> Central Cheetahs (2023 - 2023) -> Ospreys (2024 - 2024) -> Central Cheetahs (2024 - 2024) -> Ospreys (2024 - 2025) -> Scarlets (2025 - 2026),,,https://all.rugby/player/tristan-davies,Ospreys (2020 - 2023) -> Central Cheetahs (2023 - 2023) -> Ospreys (2024 - 2024) -> Central Cheetahs (2024 - 2024) -> Ospreys (2024 - 2025) -> Scarlets (2025 - 2026)
Archie HUGHES,Archie HUGHES,SH,Scarlets,173,77,2003.02.14,,,,,A,https://all.rugby/player/archie-hughes,Scarlets (2021 - 2026),,,https://all.rugby/player/archie-hughes,Scarlets (2021 - 2026)
Dane BLACKER,Dane BLACKER,SH,Scarlets,178,78,1998.07.06,,,,,A,https://all.rugby/player/dane-blacker,Dragons RFC (2017 - 2017) -> Cardiff Rugby (2017 - 2017) -> Dragons RFC (2018 - 2018) -> Cardiff Rugby (2018 - 2019) -> Scarlets (2019 - 2023) -> Dragons RFC (2023 - 2025) -> Scarlets (2025 - 2026),,,https://all.rugby/player/dane-blacker,Dragons RFC (2017 - 2017) -> Cardiff Rugby (2017 - 2017) -> Dragons RFC (2018 - 2018) -> Cardiff Rugby (2018 - 2019) -> Scarlets (2019 - 2023) -> Dragons RFC (2023 - 2025) -> Scarlets (2025 - 2026)
Gareth DAVIES,Gareth DAVIES,SH,Scarlets,178,88,1990.08.18,,,,,A,https://all.rugby/player/gareth-davies-1990,Scarlets (2013 - 2026),Wales,Wales,https://all.rugby/player/gareth-davies-1990,Scarlets (2013 - 2026)
Billy MCBRYDE,Billy MCBRYDE,SO,Scarlets,177,94,1996.10.24,,,,,A,https://all.rugby/player/billy-mcbryde,Ospreys (2015 - 2017) -> Scarlets (2017 - 2018) -> RGC 1404 (2018 - 2020) -> Doncaster Knights (2020 - 2024) -> RGC 1404 (2024 - 2025) -> Scarlets (2025 - 2025) -> RGC 1404 (2026 - 2026) -> Scarlets (2026 - 2026),,,https://all.rugby/player/billy-mcbryde,Ospreys (2015 - 2017) -> Scarlets (2017 - 2018) -> RGC 1404 (2018 - 2020) -> Doncaster Knights (2020 - 2024) -> RGC 1404 (2024 - 2025) -> Scarlets (2025 - 2025) -> RGC 1404 (2026 - 2026) -> Scarlets (2026 - 2026)
Sam COSTELOW,Sam COSTELOW,SO,Scarlets,175,84,2001.01.10,,,,,A,https://all.rugby/player/sam-costelow,Leicester Tigers (2018 - 2020) -> Scarlets (2020 - 2026),Wales,Wales,https://all.rugby/player/sam-costelow,Leicester Tigers (2018 - 2020) -> Scarlets (2020 - 2026)
Eddie JAMES,Eddie JAMES,CTB,Scarlets,193,104,2002.08.10,,,,,A,https://all.rugby/player/eddie-james,Scarlets (2020 - 2026),,,https://all.rugby/player/eddie-james,Scarlets (2020 - 2026)
Ioan NICHOLAS,Ioan NICHOLAS,CTB,Scarlets,182,92,1998.04.03,,,,,A,https://all.rugby/player/ioan-nicholas,Scarlets (2015 - 2017) -> Benetton Rugby Trévise (2017 - 2017) -> Scarlets (2018 - 2018) -> Benetton Rugby Trévise (2018 - 2018) -> Scarlets (2018 - 2026),,,https://all.rugby/player/ioan-nicholas,Scarlets (2015 - 2017) -> Benetton Rugby Trévise (2017 - 2017) -> Scarlets (2018 - 2018) -> Benetton Rugby Trévise (2018 - 2018) -> Scarlets (2018 - 2026)
Joe HAWKINS,Joe HAWKINS,CTB,Scarlets,183,99,2002.06.11,,,,,A,https://all.rugby/player/joe-hawkins,Ospreys (2019 - 2023) -> Exeter Chiefs (2023 - 2025) -> Scarlets (2025 - 2026),,,https://all.rugby/player/joe-hawkins,Ospreys (2019 - 2023) -> Exeter Chiefs (2023 - 2025) -> Scarlets (2025 - 2026)
Joe ROBERTS,Joe ROBERTS,CTB,Scarlets,182,96,2000.05.10,,,,,A,https://all.rugby/player/joe-roberts,Scarlets (2018 - 2020) -> Ampthill Rugby (2020 - 2020) -> Scarlets (2020 - 2020) -> Ampthill Rugby (2021 - 2021) -> Scarlets (2021 - 2026),Wales,Wales,https://all.rugby/player/joe-roberts,Scarlets (2018 - 2020) -> Ampthill Rugby (2020 - 2020) -> Scarlets (2020 - 2020) -> Ampthill Rugby (2021 - 2021) -> Scarlets (2021 - 2026)
Johnny WILLIAMS,Johnny WILLIAMS,CTB,Scarlets,191,105,1996.10.18,,,,,A,https://all.rugby/player/johnny-williams-1996,London Irish (2015 - 2018) -> Newcastle (2018 - 2019) -> Scarlets (2019 - 2019) -> Newcastle (2020 - 2020) -> Scarlets (2020 - 2026),England,England,https://all.rugby/player/johnny-williams-1996,London Irish (2015 - 2018) -> Newcastle (2018 - 2019) -> Scarlets (2019 - 2019) -> Newcastle (2020 - 2020) -> Scarlets (2020 - 2026)
Macs PAGE,Macs PAGE,CTB,Scarlets,176,88,2004..,,,,,A,https://all.rugby/player/macs-page,Scarlets (2022 - 2026),,,https://all.rugby/player/macs-page,Scarlets (2022 - 2026)
Ellis MEE,Ellis MEE,Winger,Scarlets,193,92,2003.10.06,,,,,A,https://all.rugby/player/ellis-mee,Nottingham Rugby (2023 - 2024) -> Scarlets (2024 - 2026),,,https://all.rugby/player/ellis-mee,Nottingham Rugby (2023 - 2024) -> Scarlets (2024 - 2026)
Tom ROGERS,Tom ROGERS,Winger,Scarlets,185,87,1998.12.17,,,,,A,https://all.rugby/player/tom-rogers,Scarlets (2017 - 2026),Wales,Wales,https://all.rugby/player/tom-rogers,Scarlets (2017 - 2026)
Blair MURRAY,Blair MURRAY,FB,Scarlets,173,83,2001.10.09,,,,,A,https://all.rugby/player/blair-murray,Canterbury (2021 - 2024) -> Scarlets (2024 - 2026),New Zealand,New Zealand,https://all.rugby/player/blair-murray,Canterbury (2021 - 2024) -> Scarlets (2024 - 2026)
Tomi LEWIS,Tomi LEWIS,FB,Scarlets,185,87,1999.01.17,,,,,A,https://all.rugby/player/tomi-lewis,Scarlets (2017 - 2019) -> Ampthill Rugby (2019 - 2020) -> Scarlets (2020 - 2022) -> Jersey Reds (2022 - 2023) -> Scarlets (2023 - 2026),,,https://all.rugby/player/tomi-lewis,Scarlets (2017 - 2019) -> Ampthill Rugby (2019 - 2020) -> Scarlets (2020 - 2022) -> Jersey Reds (2022 - 2023) -> Scarlets (2023 - 2026)
Gabe HAWLEY,Gabe HAWLEY,PR,Scarlets,190,130,,,,,,A,https://all.rugby/player/gabe-hawley,Ealing Trailfinders (2023 - 2024) -> Scarlets (2024 - 2026),,,https://all.rugby/player/gabe-hawley,Ealing Trailfinders (2023 - 2024) -> Scarlets (2024 - 2026)
Hudson NEVIN,Hudson NEVIN,PR,Scarlets,188,113,,,,,,A,https://all.rugby/player/hudson-nevin,Scarlets (2025 - 2026),,,https://all.rugby/player/hudson-nevin,Scarlets (2025 - 2026)
Jac PRITCHARD,Jac PRITCHARD,PR,Scarlets,178,120,2006..,,,,,A,https://all.rugby/player/jac-pritchard,Scarlets (2024 - 2026),,,https://all.rugby/player/jac-pritchard,Scarlets (2024 - 2026)
Josh MORSE,Josh MORSE,PR,Scarlets,180,118,2004..,,,,,A,https://all.rugby/player/josh-morse,Scarlets (2022 - 2026),,,https://all.rugby/player/josh-morse,Scarlets (2022 - 2026)
Tom PHILLIPS,Tom PHILLIPS,PR,Scarlets,,,,,,,,A,https://all.rugby/player/tom-phillips-,Scarlets (2024 - 2026),,,https://all.rugby/player/tom-phillips-,Scarlets (2024 - 2026)
Yestyn COOK,Yestyn COOK,PR,Scarlets,193,133,2006..,,,,,A,https://all.rugby/player/yestyn-cook,Scarlets (2024 - 2026),,,https://all.rugby/player/yestyn-cook,Scarlets (2024 - 2026)
Harry THOMAS,Harry THOMAS,HO,Scarlets,185,108,2005..,,,,,A,https://all.rugby/player/harry-thomas,Scarlets (2023 - 2026),,,https://all.rugby/player/harry-thomas,Scarlets (2023 - 2026)
Isaac YOUNG,Isaac YOUNG,HO,Scarlets,180,105,2004..,,,,,A,https://all.rugby/player/isaac-young,Scarlets (2022 - 2026),,,https://all.rugby/player/isaac-young,Scarlets (2022 - 2026)
Dylan ALFORD,Dylan ALFORD,LO,Scarlets,198,,,,,,,A,https://all.rugby/player/dylan-alford,Scarlets (2024 - 2026),,,https://all.rugby/player/dylan-alford,Scarlets (2024 - 2026)
Harvey CUCKSON,Harvey CUCKSON,LO,Scarlets,200,120,2004.01.16,,,,,A,https://all.rugby/player/harvey-cuckson,Worcester Warriors (2021 - 2022) -> Bath Rugby (2022 - 2022) -> Worcester Warriors (2023 - 2023) -> Bath Rugby (2023 - 2025) -> Worcester Warriors (2025 - 2025) -> Scarlets (2025 - 2025) -> Bath Rugby (2026 - 2026) -> Worcester Warriors (2026 - 2026) -> Scarlets (2026 - 2026),,,https://all.rugby/player/harvey-cuckson,Worcester Warriors (2021 - 2022) -> Bath Rugby (2022 - 2022) -> Worcester Warriors (2023 - 2023) -> Bath Rugby (2023 - 2025) -> Worcester Warriors (2025 - 2025) -> Scarlets (2025 - 2025) -> Bath Rugby (2026 - 2026) -> Worcester Warriors (2026 - 2026) -> Scarlets (2026 - 2026)
Kai JONES,Kai JONES,LO,Scarlets,,,,,,,,A,https://all.rugby/player/kai-jones,Scarlets (2025 - 2026),,,https://all.rugby/player/kai-jones,Scarlets (2025 - 2026)
Sam WILLIAMS,Sam WILLIAMS,LO,Scarlets,,,,,,,,A,https://all.rugby/player/sam-williams-21689,Scarlets (2025 - 2026),,,https://all.rugby/player/sam-williams-21689,Scarlets (2025 - 2026)
Will EVANS,Will EVANS,LO,Scarlets,198,117,,,,,,A,https://all.rugby/player/will-evans,Scarlets (2024 - 2026),,,https://all.rugby/player/will-evans,Scarlets (2024 - 2026)
Dan GEMINE,Dan GEMINE,Back row,Scarlets,189,107,2005..,,,,,A,https://all.rugby/player/dan-gemine,Ospreys (2023 - 2025) -> Llandovery RFC (2025 - 2025) -> Scarlets (2025 - 2025) -> Llandovery RFC (2026 - 2026) -> Scarlets (2026 - 2026),,,https://all.rugby/player/dan-gemine,Ospreys (2023 - 2025) -> Llandovery RFC (2025 - 2025) -> Scarlets (2025 - 2025) -> Llandovery RFC (2026 - 2026) -> Scarlets (2026 - 2026)
Dom KOSSUTH,Dom KOSSUTH,Back row,Scarlets,188,107,2007..,,,,,A,https://all.rugby/player/dom-kossuth,Scarlets (2025 - 2026),,,https://all.rugby/player/dom-kossuth,Scarlets (2025 - 2026)
Joe DENMAN,Joe DENMAN,Back row,Scarlets,183,87,2006..,,,,,A,https://all.rugby/player/joe-denman,Scarlets (2025 - 2026),,,https://all.rugby/player/joe-denman,Scarlets (2025 - 2026)
Keanu EVANS,Keanu EVANS,Back row,Scarlets,,,2006..,,,,,A,https://all.rugby/player/keanu-evans,Scarlets (2024 - 2026),,,https://all.rugby/player/keanu-evans,Scarlets (2024 - 2026)
Osian WILLIAMS,Osian WILLIAMS,Back row,Scarlets,191,106,2006..,,,,,A,https://all.rugby/player/osian-williams,Scarlets (2025 - 2026),,,https://all.rugby/player/osian-williams,Scarlets (2025 - 2026)
Tiaan SPARROW,Tiaan SPARROW,Back row,Scarlets,,,,,,,,A,https://all.rugby/player/tiaan-sparrow,Scarlets (2024 - 2026),,,https://all.rugby/player/tiaan-sparrow,Scarlets (2024 - 2026)
Rhodri LEWIS,Rhodri LEWIS,SH,Scarlets,175,80,2004..,,,,,A,https://all.rugby/player/rhodri-lewis,Ospreys (2021 - 2024) -> Scarlets (2024 - 2026),,,https://all.rugby/player/rhodri-lewis,Ospreys (2021 - 2024) -> Scarlets (2024 - 2026)
Carwyn LEGGATT-JONES,Carwyn LEGGATT-JONES,SO,Scarlets,170,84,2007..,,,,,A,https://all.rugby/player/carwyn-leggatt-jones,Scarlets (2025 - 2026),,,https://all.rugby/player/carwyn-leggatt-jones,Scarlets (2025 - 2026)
Steff Jac JONES,Steff Jac JONES,SO,Scarlets,175,83,2006..,,,,,A,https://all.rugby/player/steff-jac-jones,Scarlets (2024 - 2026),,,https://all.rugby/player/steff-jac-jones,Scarlets (2024 - 2026)
Elis PRICE,Elis PRICE,CTB,Scarlets,193,89,2005..,,,,,A,https://all.rugby/player/elis-price,Scarlets (2023 - 2026),,,https://all.rugby/player/elis-price,Scarlets (2023 - 2026)
Gabe MCDONALD,Gabe MCDONALD,CTB,Scarlets,190,93,2004..,,,,,A,https://all.rugby/player/gabe-mcdonald,Scarlets (2023 - 2026),,,https://all.rugby/player/gabe-mcdonald,Scarlets (2023 - 2026)
Gryff WATKINS,Gryff WATKINS,CTB,Scarlets,,,,,,,,A,https://all.rugby/player/gryff-watkins,Scarlets (2025 - 2026),,,https://all.rugby/player/gryff-watkins,Scarlets (2025 - 2026)
Callum WOOLLEY,Callum WOOLLEY,Winger,Scarlets,193,,,,,,,A,https://all.rugby/player/callum-woolley,Scarlets (2024 - 2026),,,https://all.rugby/player/callum-woolley,Scarlets (2024 - 2026)
Thomas WILLIAMS,Thomas WILLIAMS,Winger,Scarlets,,,,,,,,A,https://all.rugby/player/thomas-williams,Scarlets (2025 - 2026),,,https://all.rugby/player/thomas-williams,Scarlets (2025 - 2026)
Ioan JONES,Ioan JONES,FB,Scarlets,181,80,2004..,,,,,A,https://all.rugby/player/ioan-jones,Gloucester Rugby (2022 - 2023) -> Hartpury RFC (2023 - 2023) -> Gloucester Rugby (2023 - 2023) -> Hartpury RFC (2024 - 2024) -> Gloucester Rugby (2024 - 2024) -> Hartpury RFC (2024 - 2024) -> Gloucester Rugby (2025 - 2025) -> Hartpury RFC (2025 - 2025) -> Scarlets (2025 - 2026),,,https://all.rugby/player/ioan-jones,Gloucester Rugby (2022 - 2023) -> Hartpury RFC (2023 - 2023) -> Gloucester Rugby (2023 - 2023) -> Hartpury RFC (2024 - 2024) -> Gloucester Rugby (2024 - 2024) -> Hartpury RFC (2024 - 2024) -> Gloucester Rugby (2025 - 2025) -> Hartpury RFC (2025 - 2025) -> Scarlets (2025 - 2026)
Iori BADHAM,Iori BADHAM,FB,Scarlets,183,80,2005..,,,,,A,https://all.rugby/player/iori-badham,Scarlets (2023 - 2026),,,https://all.rugby/player/iori-badham,Scarlets (2023 - 2026)
Jac DAVIES,Jac DAVIES,FB,Scarlets,183,85,2003.09.11,,,,,A,https://all.rugby/player/jac-davies,Scarlets (2022 - 2026),,,https://all.rugby/player/jac-davies,Scarlets (2022 - 2026)
Sion JONES,Sion JONES,FB,Scarlets,,,,,,,,A,https://all.rugby/player/sion-jones,Scarlets (2025 - 2026),,,https://all.rugby/player/sion-jones,Scarlets (2025 - 2026)
Enrique PIERETTO HEILAND,Enrique PIERETTO HEILAND,PR,Zebre,187,122,1994.12.15,,,,,A,https://all.rugby/player/enrique-pieretto-heiland,Jaguares (2015 - 2019) -> Exeter Chiefs (2019 - 2019) -> Glasgow Warriors (2019 - 2019) -> Exeter Chiefs (2020 - 2020) -> Glasgow Warriors (2020 - 2023) -> New South Wales Waratahs (2023 - 2023) -> Glasgow Warriors (2024 - 2024) -> New South Wales Waratahs (2024 - 2024) -> Provence Rugby (2024 - 2025) -> Zebre Parma (2025 - 2026),Argentina,Argentina,https://all.rugby/player/enrique-pieretto-heiland,Jaguares (2015 - 2019) -> Exeter Chiefs (2019 - 2019) -> Glasgow Warriors (2019 - 2019) -> Exeter Chiefs (2020 - 2020) -> Glasgow Warriors (2020 - 2023) -> New South Wales Waratahs (2023 - 2023) -> Glasgow Warriors (2024 - 2024) -> New South Wales Waratahs (2024 - 2024) -> Provence Rugby (2024 - 2025) -> Zebre Parma (2025 - 2026)
